date,大盤_開盤價,大盤_最高價,大盤_最低價,大盤_收盤價,大盤_成交量,大盤_SMA5,大盤_SMA10
'2014/10/06 00:00,9118.28,9122.54,9065.34,9095.14,76056991405,9026.758,9027.935
'2014/10/07 00:00,9065.67,9074.8,8993.45,9040.81,74684585080,9041.536,9023.526
'2014/10/08 00:00,8989.99,9038.61,8955.18,8955.18,69376151105,9034.52,9009.195
'2014/10/09 00:00,9021.31,9054.67,8946.16,8966.44,82935743470,9032.77,9004.68
'2014/10/13 00:00,8767.42,8795.77,8711.39,8711.39,99986832680,8953.792,8976.837
'2014/10/14 00:00,8691.83,8768.39,8684.19,8768.39,73697428870,8888.442,8957.6
'2014/10/15 00:00,8769.39,8776.91,8635.41,8655.51,1.01694E+11,8811.382,8926.459
'2014/10/16 00:00,8602.65,8676.46,8501.29,8633.69,1.07036E+11,8747.084,8890.802
'2014/10/17 00:00,8688.71,8699.77,8512.88,8512.88,1.21748E+11,8656.372,8844.571
'2014/10/20 00:00,8617.08,8679.85,8611.17,8663.14,78033791860,8646.722,8800.257
'2014/10/21 00:00,8676.32,8676.32,8636.67,8654.64,63352769560,8623.972,8756.207
'2014/10/22 00:00,8744.91,8775.35,8729.77,8748.83,81244970650,8642.636,8727.009
'2014/10/23 00:00,8735.38,8751.67,8714.88,8731.07,61702588930,8662.112,8704.598
'2014/10/24 00:00,8740.28,8750.42,8629.24,8646.01,66717097765,8688.738,8672.555
'2014/10/27 00:00,8671.51,8689.67,8607.23,8627.78,65801422245,8681.666,8664.194
'2014/10/28 00:00,8692.52,8788.28,8692.52,8773.55,83902126375,8705.448,8664.71
'2014/10/29 00:00,8821.85,8903.68,8821.85,8903.68,93888431540,8736.418,8689.527
'2014/10/30 00:00,8890.19,8892.99,8842.8,8888.07,79998148590,8767.818,8714.965
'2014/10/31 00:00,8909.34,8974.76,8885.21,8974.76,85145214260,8833.568,8761.153
'2014/11/03 00:00,9009.38,9029.71,8965.5,9004.86,89348483985,8908.984,8795.325
'2014/11/04 00:00,9030.96,9046.22,8980.96,8989.18,74847797690,8952.11,8828.779
'2014/11/05 00:00,8997.76,9013.06,8941.18,8962.6,69777722310,8963.894,8850.156
'2014/11/06 00:00,8968.79,8979.97,8887.36,8891.02,70766138695,8964.484,8866.151
'2014/11/07 00:00,8881.19,8925.62,8867.78,8912.62,67669452075,8952.056,8892.812
'2014/11/10 00:00,8937.59,9062.89,8937.59,9049.98,84684541890,8961.08,8935.032
'2014/11/11 00:00,9067.54,9069.44,9021.54,9034.14,76161942660,8970.072,8961.091
'2014/11/12 00:00,9030.13,9030.13,8894.11,8918.95,78088847915,8961.342,8962.618
'2014/11/13 00:00,8947.97,8980.67,8927.09,8980.67,68742405980,8979.272,8971.878
'2014/11/14 00:00,8992.4,8996.38,8950.23,8982.88,73602075750,8993.324,8972.69
'2014/11/17 00:00,9003.37,9024,8878.38,8884.39,72479712670,8960.206,8960.643
'2014/11/18 00:00,8916.08,8944.26,8828.15,8859.07,78716161515,8925.192,8947.632
'2014/11/19 00:00,8896.16,8988.64,8879.29,8963.24,91229720355,8934.05,8947.696
'2014/11/20 00:00,8984.93,9078.87,8984.93,9078.87,90417151710,8953.69,8966.481
'2014/11/21 00:00,9104.34,9111.18,9071.86,9091.53,78850323725,8975.42,8984.372
'2014/11/24 00:00,9144.42,9165.71,9104.54,9122.33,76128712550,9023.008,8991.607
'2014/11/25 00:00,9125.27,9153.55,9098.32,9116.24,87325581625,9074.442,8999.817
'2014/11/26 00:00,9125.08,9146.04,9112.19,9122.39,74629986565,9106.272,9020.161
'2014/11/27 00:00,9153.49,9217.73,9153.49,9165.31,82710385470,9123.56,9038.625
'2014/11/28 00:00,9163.19,9201.8,9158.28,9187.15,70603329225,9142.684,9059.052
'2014/12/01 00:00,9038.41,9164.54,8998.55,9117.71,87999187790,9141.76,9082.384
'2014/12/02 00:00,9098.36,9104.84,9009.69,9034.79,94980145500,9125.47,9099.956
'2014/12/03 00:00,9073.47,9188.32,9045.2,9175.26,1.1443E+11,9136.044,9121.158
'2014/12/04 00:00,9212.85,9251.85,9195.15,9225.11,1.03457E+11,9148.004,9135.782
'2014/12/05 00:00,9220.25,9240.51,9192.29,9206.57,97770585575,9151.888,9147.286
'2014/12/08 00:00,9231.24,9241.63,9174.51,9187.29,91865736360,9165.804,9153.782
'2014/12/09 00:00,9163.43,9177.14,9127.12,9128.9,87573970815,9184.626,9155.048
'2014/12/10 00:00,9115.33,9140.49,9015.52,9032.16,91859556960,9156.006,9146.025
'2014/12/11 00:00,9003.84,9046.4,8971.53,9013.07,78630712440,9113.598,9130.801
'2014/12/12 00:00,9041.54,9084.27,9022.56,9027.33,76531133150,9077.75,9114.819
'2014/12/15 00:00,8987.95,8997.08,8943.04,8985.63,75949595495,9037.418,9101.611
'2014/12/16 00:00,8967.82,9031.07,8950.91,8950.91,86546522210,9001.82,9093.223
'2014/12/17 00:00,8961.64,8972.12,8826.03,8828.36,1.05728E+11,8961.06,9058.533
'2014/12/18 00:00,8912.78,8946.42,8876.88,8878.63,87701106495,8934.172,9023.885
'2014/12/19 00:00,8981.85,9035.77,8953.17,8999.52,1.08886E+11,8928.61,9003.18
'2014/12/22 00:00,9032.42,9099.85,9024.01,9095,80019470690,8950.484,8993.951
'2014/12/23 00:00,9123.78,9138.15,9093.43,9097.71,69276988725,8979.844,8990.832
'2014/12/24 00:00,9096.48,9186.18,9096.48,9186.18,83577601420,9051.408,9006.234
'2014/12/25 00:00,9186.83,9198.04,9153.77,9158.7,55391021370,9107.422,9020.797
'2014/12/26 00:00,9171.91,9214.07,9158.39,9214.07,55520867360,9150.332,9039.471
'2014/12/27 00:00,9222.47,9228.65,9197.13,9218.5,38967383630,9175.032,9062.758
'2014/12/29 00:00,9216.43,9313.33,9216.43,9286.28,81524592925,9212.746,9096.295
'2014/12/30 00:00,9299.1,9338.06,9262.7,9268.43,71240776745,9229.196,9140.302
'2014/12/31 00:00,9260.46,9307.26,9252.31,9307.26,59146914100,9258.908,9183.165
'2015/01/05 00:00,9292.31,9292.31,9182.02,9274.11,80751404410,9270.916,9210.624
'2015/01/06 00:00,9209.93,9209.93,9043.44,9048.34,1.102E+11,9236.884,9205.958
'2015/01/07 00:00,9051.94,9108.66,9050.54,9080.09,96055403105,9195.646,9204.196
'2015/01/08 00:00,9154.03,9246.62,9154.03,9238.03,1.07298E+11,9189.566,9209.381
'2015/01/09 00:00,9247.4,9284.57,9215.58,9215.58,97135473165,9171.23,9215.069
'2015/01/12 00:00,9198.02,9229.65,9178.3,9178.3,83806434570,9152.068,9211.492
'2015/01/13 00:00,9162.77,9253.82,9161.71,9231.8,91435058675,9188.76,9212.822
'2015/01/14 00:00,9235.9,9242.2,9161.71,9180.23,91997768050,9208.788,9202.217
'2015/01/15 00:00,9197.32,9219.43,9149.1,9165.09,88491108055,9194.2,9191.883
'2015/01/16 00:00,9245.77,9256.86,9109.46,9138.29,1.13961E+11,9178.742,9174.986
'2015/01/19 00:00,9183.76,9247.09,9151.82,9174.06,89070719115,9177.894,9164.981
'2015/01/20 00:00,9188.76,9259.31,9177.48,9251.69,86062329495,9181.872,9185.316
'2015/01/21 00:00,9283.79,9319.71,9275.68,9319.71,96701079385,9209.768,9209.278
'2015/01/22 00:00,9336.81,9386.56,9336.81,9369.51,97825486585,9250.652,9222.426
'2015/01/23 00:00,9422,9471.8,9422,9470.94,1.18762E+11,9317.182,9247.962
'2015/01/26 00:00,9474.56,9478.53,9436.47,9477.67,89684639270,9377.904,9277.899
'2015/01/27 00:00,9505.56,9523.73,9471.19,9521.59,90256610515,9431.884,9306.878
'2015/01/28 00:00,9503.2,9515.29,9471.31,9510.92,81776989790,9470.126,9339.947
'2015/01/29 00:00,9479.36,9482.13,9403.75,9426.9,82296714825,9481.604,9366.128
'2015/01/30 00:00,9452.85,9466.65,9361.91,9361.91,85128357135,9459.798,9388.49
'2015/02/02 00:00,9368.83,9410.43,9352.19,9386.99,71184499835,9441.662,9409.783
'2015/02/03 00:00,9394.47,9460.17,9394.47,9448.73,75723360035,9427.09,9429.487
'2015/02/04 00:00,9477.52,9533.88,9477.52,9513.92,95641629485,9427.69,9448.908
'2015/02/05 00:00,9511.06,9517.42,9472.42,9512.05,72979934490,9444.72,9463.162
'2015/02/06 00:00,9521.88,9521.88,9448.65,9456.18,71769178420,9463.574,9461.686
'2015/02/09 00:00,9465.12,9465.12,9413.18,9421.5,65399016745,9470.476,9456.069
'2015/02/10 00:00,9405.59,9435.07,9390.13,9393.7,74799955545,9459.47,9443.28
'2015/02/11 00:00,9430.17,9488.72,9430.17,9462.22,96551154705,9449.13,9438.41
'2015/02/12 00:00,9496.39,9500.35,9447.19,9496.31,75298110200,9445.982,9445.351
'2015/02/13 00:00,9500.04,9542.09,9499.97,9529.51,76131488785,9460.648,9462.111
'2015/02/24 00:00,9582.39,9638.48,9582.39,9629.37,1.09036E+11,9502.222,9486.349
'2015/02/25 00:00,9655.72,9699.54,9653.77,9699.54,96141357750,9563.39,9511.43
'2015/02/26 00:00,9687.48,9688.07,9610.59,9622.1,94539332265,9595.366,9522.248
'2015/03/02 00:00,9665.11,9690.43,9588.36,9601.36,91114590460,9616.376,9531.179
'2015/03/03 00:00,9628.06,9642.95,9571.64,9605.77,84348612960,9631.628,9546.138
'2015/03/04 00:00,9596.24,9635.18,9580.78,9621.73,84225293655,9630.1,9566.161
'2015/03/05 00:00,9627.04,9631.04,9564.44,9595.09,84478101715,9609.21,9586.3
'2015/03/06 00:00,9587.59,9645.77,9574.55,9645.77,93811298995,9613.944,9604.655
'2015/03/09 00:00,9617.04,9617.04,9549.76,9562.98,84242176095,9606.268,9611.322
'2015/03/10 00:00,9566.25,9583.78,9520.33,9536.53,91895013265,9592.42,9612.024
'2015/03/11 00:00,9503.28,9561.81,9472.54,9523.18,96005937015,9572.71,9601.405
'2015/03/12 00:00,9537.23,9608.02,9530.74,9596,95772836720,9572.892,9591.051
'2015/03/13 00:00,9608.44,9633.51,9579.35,9579.35,85489814700,9559.608,9586.776
'2015/03/16 00:00,9583.45,9590.76,9512.91,9512.91,81069656400,9549.594,9577.931
'2015/03/17 00:00,9555.1,9629.8,9539.44,9539.44,97094571610,9550.176,9571.298
'2015/03/18 00:00,9563.74,9653.43,9561.5,9653.43,1.04767E+11,9576.226,9574.468
'2015/03/19 00:00,9668.01,9745.59,9668.01,9736.73,1.16746E+11,9604.372,9588.632
'2015/03/20 00:00,9706.35,9749.69,9705.32,9749.69,1.21205E+11,9638.44,9599.024
'2015/03/23 00:00,9759.88,9775.63,9729.81,9758.09,1.03892E+11,9687.476,9618.535
'2015/03/24 00:00,9759.96,9768.71,9701.33,9731.66,95236435810,9725.92,9638.048
'2015/03/25 00:00,9739.25,9743.58,9653.47,9667.83,94643591705,9728.8,9652.513
'2015/03/26 00:00,9579.63,9619.12,9540.03,9619.12,1.1518E+11,9705.278,9654.825
'2015/03/27 00:00,9593.07,9608.44,9503.72,9503.72,1.11352E+11,9656.084,9647.262
'2015/03/30 00:00,9533.38,9556.25,9503.53,9521.87,90155828055,9608.84,9648.158
'2015/03/31 00:00,9568.38,9594.75,9527.87,9586.44,1.05352E+11,9579.796,9652.858
'2015/04/01 00:00,9575.11,9575.11,9503.53,9507.66,85667703910,9547.762,9638.281
'2015/04/02 00:00,9535.98,9628.95,9535.98,9600.32,92425488230,9544.002,9624.64
'2015/04/07 00:00,9619.97,9653.97,9613.33,9641.9,90581513460,9571.638,9613.861
'2015/04/08 00:00,9646.07,9654.67,9562,9571.97,91985194405,9581.658,9595.249
'2015/04/09 00:00,9597.21,9663.05,9559.71,9568.04,1.00056E+11,9577.978,9578.887
'2015/04/10 00:00,9626.88,9648.34,9582.84,9617.7,91178503295,9599.986,9573.874
'2015/04/13 00:00,9622.64,9666.52,9622.59,9666.52,82546460645,9613.226,9578.614
'2015/04/14 00:00,9646.28,9664.1,9631.19,9642.22,90777167615,9613.29,9592.464
'2015/04/15 00:00,9629.7,9654.15,9508.14,9540.06,1.13154E+11,9606.908,9594.283
'2015/04/16 00:00,9578.71,9656.87,9578.71,9656.87,1.00553E+11,9624.674,9601.326
'2015/04/17 00:00,9608.6,9615.52,9570.93,9570.93,97702472625,9615.32,9607.653
'2015/04/20 00:00,9541.83,9572.65,9508.57,9552.85,86024341245,9592.586,9602.906
'2015/04/21 00:00,9554.8,9598.86,9512.64,9533.98,92123613095,9570.938,9592.114
'2015/04/22 00:00,9549.61,9630.79,9549.61,9613,1.02393E+11,9585.526,9596.217
'2015/04/23 00:00,9655.3,9814.88,9655.3,9797.49,1.4317E+11,9613.65,9619.162
'2015/04/24 00:00,9839.71,9961.31,9839.71,9913.28,1.64646E+11,9682.12,9648.72
'2015/04/27 00:00,9941.18,10002.58,9937.04,9973.12,1.30159E+11,9766.174,9679.38
'2015/04/28 00:00,9998.08,10014.28,9918.01,9956.83,1.1664E+11,9850.744,9710.841
'2015/04/29 00:00,9934.82,9978.87,9842.5,9853.83,1.13762E+11,9898.91,9742.218
'2015/04/30 00:00,9841.15,9894.9,9820.05,9820.05,1.12482E+11,9903.422,9758.536
'2015/05/04 00:00,9853.51,9871.65,9800.48,9845.04,98222344905,9889.774,9785.947
'2015/05/05 00:00,9849.13,9855.64,9788.13,9820.13,91156436300,9859.176,9812.675
'2015/05/06 00:00,9780.39,9829.43,9735.94,9818.2,96358607895,9831.45,9841.097
'2015/05/07 00:00,9789.82,9789.82,9704.11,9704.11,94346354235,9801.506,9850.208
'2015/05/08 00:00,9724.29,9760.51,9692,9692,84130785615,9775.896,9839.659
'2015/05/11 00:00,9763.94,9797.19,9635.88,9663.72,95761532100,9739.632,9814.703
'2015/05/12 00:00,9637.71,9702.67,9637.21,9680.73,87600609790,9711.752,9785.464
'2015/05/13 00:00,9697.17,9743.33,9687.66,9724.11,94607679880,9692.934,9762.192
'2015/05/14 00:00,9730.33,9734.55,9600.24,9610.83,97756083165,9674.278,9737.892
'2015/05/15 00:00,9638.06,9644.83,9552.86,9579.48,83769930105,9651.774,9713.835
'2015/05/18 00:00,9603.75,9612.44,9550.76,9606.1,91517225565,9640.25,9689.941
'2015/05/19 00:00,9623.95,9722.8,9623.95,9716.77,1.06888E+11,9647.458,9679.605
'2015/05/20 00:00,9726.02,9736.09,9662.86,9685.31,97627528490,9639.698,9666.316
'2015/05/21 00:00,9647.53,9647.53,9536.16,9578.56,95999581625,9633.244,9653.761
'2015/05/22 00:00,9606.51,9674.77,9606.51,9638.8,98794354890,9645.108,9648.441
'2015/05/25 00:00,9654.28,9654.28,9589.32,9645.17,76192308030,9652.922,9646.586
'2015/05/26 00:00,9688.31,9724.36,9649.62,9669.41,79149018985,9643.45,9645.454
'2015/05/27 00:00,9666.89,9710.29,9648.71,9693.54,1.008E+11,9645.096,9642.397
'2015/05/28 00:00,9741.57,9766.21,9704.93,9712.84,1.12645E+11,9671.952,9652.598
'2015/05/29 00:00,9727.59,9747.27,9693,9701.07,1.40392E+11,9684.406,9664.757
'2015/06/01 00:00,9688.13,9692.34,9589.09,9625.69,91238189570,9680.51,9666.716
'2015/06/02 00:00,9619.88,9657.02,9584.56,9614.26,98815887815,9669.48,9656.465
'2015/06/03 00:00,9617.75,9645.48,9550.44,9556.52,1.00934E+11,9642.076,9643.586
'2015/06/04 00:00,9537.09,9558.77,9325.01,9348.63,1.35174E+11,9569.234,9620.593
'2015/06/05 00:00,9328.02,9371.41,9272.94,9340.13,1.10058E+11,9497.046,9590.726
'2015/06/08 00:00,9324.22,9419.22,9258.98,9368.43,95265904120,9445.594,9563.052
'2015/06/09 00:00,9346.11,9363.52,9191.87,9191.87,1.07746E+11,9361.116,9515.298
'2015/06/10 00:00,9246.66,9334.5,9246.66,9298.5,98044191215,9309.512,9475.794
'2015/06/11 00:00,9330.99,9358.48,9251.18,9302.49,97357189175,9300.284,9434.759
'2015/06/12 00:00,9304.75,9339.33,9263.41,9301.93,81738675120,9292.644,9394.845
'2015/06/15 00:00,9304.66,9324.94,9252.34,9259.48,74573957825,9270.854,9358.224
'2015/06/16 00:00,9272.7,9272.7,9177.95,9212.78,78388628155,9275.036,9318.076
'2015/06/17 00:00,9232.81,9242.22,9170.09,9189.83,91598391820,9253.302,9281.407
'2015/06/18 00:00,9189.44,9243.84,9187.87,9218.37,81540028570,9236.478,9268.381
'2015/06/22 00:00,9247.76,9371.48,9247.76,9341.77,89299691905,9244.446,9268.545
'2015/06/23 00:00,9375.78,9438.39,9375.78,9391.14,99733364320,9270.778,9270.816
'2015/06/24 00:00,9390.27,9409.44,9364.38,9397.31,77737865535,9307.684,9291.36
'2015/06/25 00:00,9415.78,9500.57,9415.78,9476.34,1.01291E+11,9364.986,9309.144
'2015/06/26 00:00,9481.95,9489.91,9442.94,9462.57,83589327580,9413.826,9325.152
'2015/06/29 00:00,9358.96,9358.96,9227.11,9236.1,93334025125,9392.692,9318.569
'2015/06/30 00:00,9223.27,9323.02,9204.45,9323.02,90869107510,9379.068,9324.923
'2015/07/01 00:00,9311.76,9404.76,9298.36,9375.23,85969954335,9374.652,9341.168
'2015/07/02 00:00,9372.46,9400.68,9350.05,9379.24,84535974280,9355.232,9360.109
'2015/07/03 00:00,9369.5,9369.5,9265.14,9358.23,82280834680,9334.364,9374.095
'2015/07/06 00:00,9309.86,9347.54,9255.96,9255.96,81531318200,9338.336,9365.514
'2015/07/07 00:00,9278.33,9332.97,9244.46,9250.16,90979185095,9323.764,9351.416
'2015/07/08 00:00,9225.91,9225.91,8946.75,8976.11,1.41793E+11,9243.94,9309.296
'2015/07/09 00:00,8861.28,8946.24,8750.92,8914.13,1.29002E+11,9150.918,9253.075
'2015/07/13 00:00,8946.72,9041.88,8946.72,9033.92,1.02447E+11,9086.056,9210.21
'2015/07/14 00:00,9061.58,9124.76,9041.76,9041.76,99911152840,9043.216,9190.776
'2015/07/15 00:00,9063.54,9089.47,9005.1,9054.2,82306652825,9004.024,9163.894
'2015/07/16 00:00,9062.76,9085.31,9021.82,9042.21,76583121300,9017.244,9130.592
'2015/07/17 00:00,9060.92,9079.23,9018,9045.98,75804438040,9043.614,9097.266
'2015/07/20 00:00,9085,9124.88,8952.64,8975,81152629075,9031.83,9058.943
'2015/07/21 00:00,8997.56,9010.71,8940.38,9005.96,71645542200,9024.67,9033.943
'2015/07/22 00:00,8955.59,8968.39,8896.1,8918.7,77923189225,8997.57,9000.797
'2015/07/23 00:00,8865.36,8895.88,8751.71,8791.12,1.01118E+11,8947.352,8982.298
'2015/07/24 00:00,8809.65,8811.76,8733.43,8767.86,75921859875,8891.728,8967.671
'2015/07/27 00:00,8733.24,8733.24,8553.09,8556.68,95640948645,8808.064,8919.947
'2015/07/28 00:00,8566.42,8635.88,8532,8582.49,98676426755,8723.37,8874.02
'2015/07/29 00:00,8587.7,8619.41,8516.23,8563.48,88845606790,8652.326,8824.948
'2015/07/30 00:00,8567.23,8697.18,8567.23,8651.49,87435035550,8624.4,8785.876
'2015/07/31 00:00,8670.92,8676.29,8591.37,8665.34,85899583980,8603.896,8747.812
'2015/08/03 00:00,8636.53,8636.53,8482.92,8524.41,78199668785,8597.442,8702.753
'2015/08/04 00:00,8538.44,8590.3,8433.92,8510.86,99645654695,8583.116,8653.243
'2015/08/05 00:00,8504.94,8563.01,8486.27,8542.27,85607290465,8578.874,8615.6
'2015/08/06 00:00,8564.55,8586.24,8404.67,8449.56,89084661680,8538.488,8581.444
'2015/08/07 00:00,8409.01,8458.04,8368.4,8442.29,75437229010,8493.878,8548.887
'2015/08/10 00:00,8410.63,8484.18,8374.08,8466.84,78291115480,8482.364,8539.903
'2015/08/11 00:00,8542.13,8586.22,8393.08,8394.14,99684300525,8459.02,8521.068
'2015/08/12 00:00,8365.15,8376.59,8235.95,8283.38,95452803015,8407.242,8493.058
'2015/08/13 00:00,8284.96,8348.39,8271.69,8311.74,87414858675,8379.678,8459.083
'2015/08/14 00:00,8315.14,8343.98,8283.35,8305.64,71968352235,8352.348,8423.113
'2015/08/17 00:00,8307.9,8308.54,8213.42,8213.42,68679669510,8301.664,8392.014
'2015/08/18 00:00,8237.08,8277.22,8166.77,8177.22,74489265065,8258.28,8358.65
'2015/08/19 00:00,8182.81,8182.81,7987.57,8021.84,98644356600,8205.972,8306.607
'2015/08/20 00:00,8008.68,8063.8,7951.72,8029.81,87981232165,8149.586,8264.632
'2015/08/21 00:00,7941.95,7941.95,7786.92,7786.92,1.01637E+11,8045.842,8199.095
'2015/08/24 00:00,7719.63,7719.63,7203.07,7410.34,1.44886E+11,7885.226,8093.445
'2015/08/25 00:00,7427.36,7677.93,7368.47,7675.64,1.20515E+11,7784.91,8021.595
'2015/08/26 00:00,7636.12,7762.45,7547.61,7715.59,1.09292E+11,7723.66,7964.816
'2015/08/27 00:00,7762.63,7856.4,7762.63,7824.55,1.08985E+11,7682.608,7916.097
'2015/08/28 00:00,7923.77,8039.76,7923.77,8019.18,1.03828E+11,7729.06,7887.451
'2015/08/31 00:00,8026.62,8174.92,7961.77,8174.92,1.00889E+11,7881.976,7883.601
'2015/09/01 00:00,8117.5,8119.9,8002.18,8017.56,84320783255,7950.36,7867.635
'2015/09/02 00:00,7970.4,8068.06,7907.31,8035.29,90762277870,8014.3,7868.98
'2015/09/03 00:00,8071.37,8101.13,8007.48,8095.95,85647148870,8068.58,7875.594
'2015/09/04 00:00,8087.62,8128.23,7990.86,8000.6,82291734455,8064.864,7896.962
'2015/09/07 00:00,7990.76,8053.2,7957.8,7986.56,67694409085,8027.192,7954.584
'2015/09/08 00:00,7993.1,8031.26,7978.78,8001.5,66123763770,8023.98,7987.17
'2015/09/09 00:00,8097.22,8296.13,8097.22,8286.92,1.18045E+11,8074.306,8044.303
'2015/09/10 00:00,8247.64,8274.82,8214.5,8268.68,85074806830,8108.852,8088.716
'2015/09/11 00:00,8271.25,8313.18,8233.14,8305.82,79491998445,8169.896,8117.38
'2015/09/14 00:00,8332.57,8360.03,8259.31,8307.29,76355050210,8234.042,8130.617
'2015/09/15 00:00,8320.22,8327.95,8226.07,8259.99,68588789055,8285.74,8154.86
'2015/09/16 00:00,8298.13,8342.36,8276.94,8333.29,80417135870,8295.014,8184.66
'2015/09/17 00:00,8377.31,8467.15,8377.31,8445.5,97738333790,8330.378,8219.615
'2015/09/18 00:00,8427.52,8488.53,8399.71,8462.14,94309691145,8361.642,8265.769
'2015/09/21 00:00,8404.5,8404.5,8285.43,8307.04,75670211195,8361.592,8297.817
'2015/09/22 00:00,8331.44,8365.92,8325.78,8365.92,69267900775,8382.778,8334.259
'2015/09/23 00:00,8310.82,8310.82,8186.22,8193.42,79760263650,8354.804,8324.909
'2015/09/24 00:00,8224.23,8257.14,8101.9,8123.1,82005233265,8290.324,8310.351
'2015/09/25 00:00,8131.49,8152.5,8061.87,8132.35,70709044815,8224.366,8293.004
'2015/09/30 00:00,8097.15,8181.24,8059.68,8181.24,1.02231E+11,8199.206,8280.399
'2015/10/01 00:00,8194.3,8317.79,8170.78,8295.94,87622151190,8185.21,8283.994
'2015/10/02 00:00,8290.43,8320.66,8253.75,8305.03,73586124780,8207.532,8281.168
'2015/10/05 00:00,8342.99,8364.59,8316.83,8352.36,82999028620,8253.384,8271.854
'2015/10/06 00:00,8409.31,8482.83,8390.89,8394.1,99620979145,8305.734,8265.05
'2015/10/07 00:00,8398.53,8495.23,8385.04,8495.23,92886205215,8368.532,8283.869
'2015/10/08 00:00,8528.46,8544.93,8434.5,8445.96,96378567850,8398.536,8291.873
'2015/10/12 00:00,8478.34,8578.22,8478.34,8573.72,99863386050,8452.274,8329.903
'2015/10/13 00:00,8571.57,8574.11,8518.41,8567.92,89226494970,8495.386,8374.385
'2015/10/14 00:00,8545.14,8553.87,8515.53,8522.51,80463212700,8521.068,8413.401
'2015/10/15 00:00,8573.38,8652.47,8573.38,8601.52,91564841080,8542.326,8455.429
'2015/10/16 00:00,8596.43,8627.83,8574.64,8604.95,94037855190,8574.124,8486.33
'2015/10/19 00:00,8628.79,8670.32,8603.08,8631.5,80286355715,8585.68,8518.977
'2015/10/20 00:00,8651.08,8663.12,8618.48,8653.6,81829167685,8602.816,8549.101
'2015/10/21 00:00,8668.08,8690.39,8591.42,8609.23,87959260660,8620.16,8570.614
'2015/10/22 00:00,8600.4,8631.17,8594.21,8608.46,75343908125,8621.548,8581.937
'2015/10/23 00:00,8671.52,8740.08,8662.03,8673.81,92006283265,8635.32,8604.722
'2015/10/26 00:00,8706.81,8757.14,8706.81,8745.36,84413749475,8658.092,8621.886
'2015/10/27 00:00,8724,8733.53,8662.77,8701.32,88113924300,8667.636,8635.226
'2015/10/28 00:00,8679.24,8714.01,8632.38,8665.99,80001665790,8678.988,8649.574
'2015/10/29 00:00,8682.58,8704.59,8568.13,8571.08,85310751050,8671.512,8646.53
'2015/10/30 00:00,8578.25,8586.9,8503.69,8554.31,86371436365,8647.612,8641.466
'2015/11/02 00:00,8571.53,8614.77,8524.01,8614.77,77736647360,8621.494,8639.793
'2015/11/03 00:00,8643.21,8728.06,8643.21,8713.19,96459772190,8623.868,8645.752
'2015/11/04 00:00,8759.94,8864.17,8754.18,8857.02,1.27206E+11,8662.074,8670.531
'2015/11/05 00:00,8858.73,8871.87,8828.04,8850.18,1.06138E+11,8717.894,8694.703
'2015/11/06 00:00,8857.61,8857.61,8671.89,8693.57,1.12033E+11,8745.746,8696.679
'2015/11/09 00:00,8702.67,8746.28,8623.7,8642.48,95259986035,8751.288,8686.391
'2015/11/10 00:00,8614.55,8614.55,8529.54,8536.9,86007054575,8716.03,8669.949
'2015/11/11 00:00,8543.63,8557.69,8415.01,8415.01,97069540780,8627.628,8644.851
'2015/11/12 00:00,8426.76,8467.31,8374.07,8428.09,81943690890,8543.21,8630.552
'2015/11/13 00:00,8402.11,8453.04,8329.5,8329.5,77151277795,8470.396,8608.071
'2015/11/16 00:00,8278.12,8312.06,8217.34,8295.4,80803227230,8400.98,8576.134
'2015/11/17 00:00,8369.14,8471.89,8369.14,8419.42,85669453065,8377.484,8546.757
'2015/11/18 00:00,8432.25,8455.14,8326.72,8340.47,83044641865,8362.576,8495.102
'2015/11/19 00:00,8382.09,8477.2,8357.2,8477.2,85344547265,8372.398,8457.804
'2015/11/20 00:00,8472.65,8484.06,8434.33,8465.45,75390605010,8399.588,8434.992
'2015/11/23 00:00,8480.59,8503.08,8450.01,8485.73,69745436185,8437.654,8419.317
'2015/11/24 00:00,8472.24,8497.83,8397.44,8400.14,80415754685,8433.798,8405.641
'2015/11/25 00:00,8407.54,8426.62,8352.17,8386.13,74255667890,8442.93,8402.753
'2015/11/26 00:00,8411.16,8510.7,8411.16,8484.9,79205435720,8444.47,8408.434
'2015/11/27 00:00,8493.18,8505.08,8397.49,8398.4,65070525930,8431.06,8415.324
'2015/11/30 00:00,8339.83,8339.83,8239,8320.61,1.32322E+11,8398.036,8417.845
'2015/12/01 00:00,8359.27,8463.3,8339.5,8463.3,90134338065,8410.668,8422.233
'2015/12/02 00:00,8475.96,8497.19,8441.28,8457.4,89961792285,8424.922,8433.926
'2015/12/03 00:00,8424.54,8484.52,8393.29,8456.06,80073629980,8419.154,8431.812
'2015/12/04 00:00,8423.7,8423.7,8355.75,8398.6,80563478395,8419.194,8425.127
'2015/12/07 00:00,8432.47,8535.36,8432.47,8454.27,87618407230,8445.926,8421.981
'2015/12/08 00:00,8442.06,8453.63,8335.67,8343.86,86701558130,8422.038,8416.353
'2015/12/09 00:00,8329.86,8343.37,8229.62,8229.62,88986851170,8376.482,8400.702
'2015/12/10 00:00,8214.27,8228.43,8133.42,8216.17,88858227185,8328.504,8373.829
'2015/12/11 00:00,8217.33,8253.11,8108.68,8115.89,87435487905,8271.962,8345.578
