date,大盤_開盤價,大盤_最高價,大盤_最低價,大盤_收盤價,大盤_成交量,大盤_SMA5,大盤_SMA10
'2003/05/26 00:00,4393.4,4465.57,4393.4,4465.57,69183000000,,
'2003/05/27 00:00,4463.36,4484.54,4445.74,4451.11,59863000000,,
'2003/05/28 00:00,4538.07,4558.53,4474.41,4474.41,75945000000,,
'2003/05/29 00:00,4496.5,4543.04,4472.59,4543.04,59374000000,,
'2003/05/30 00:00,4524.45,4639.01,4509.73,4555.9,1.00202E+11,4498.006,
'2003/06/01 00:00,4555.9,4766.84,4509.73,4555.9,99860000000,4516.072,
'2003/06/02 00:00,4555.9,4706.55,4555.9,4692.94,1.07332E+11,4564.438,
'2003/06/03 00:00,4692.94,4717.19,4659.17,4678.08,89105000000,4605.172,
'2003/06/05 00:00,4678.08,4779.4,4678.08,4731.39,97380000000,4642.842,
'2003/06/06 00:00,4738.34,4751.46,4701.35,4740.45,73863000000,4679.752,4588.879
'2003/06/09 00:00,4740.45,4831.46,4715.82,4826.94,1.15841E+11,4733.96,4625.016
'2003/06/10 00:00,4826.94,4854.04,4801.72,4832.2,1.01191E+11,4761.812,4663.125
'2003/06/11 00:00,4832.2,4874.68,4804.65,4804.65,1.10311E+11,4787.126,4696.149
'2003/06/12 00:00,4804.65,4914.41,4804.65,4878.43,1.09831E+11,4816.534,4729.688
'2003/06/13 00:00,4878.43,4904.36,4865.91,4881.9,90994000000,4844.824,4762.288
'2003/06/16 00:00,4881.9,4934.87,4873.67,4892.36,91068000000,4857.908,4795.934
'2003/06/17 00:00,4892.36,4993.41,4892.36,4973.19,1.24551E+11,4886.106,4823.959
'2003/06/18 00:00,4973.19,5089.08,4973.19,4999.07,1.48956E+11,4924.99,4856.058
'2003/06/19 00:00,4999.07,5058.69,4982.37,5048.91,1.29511E+11,4959.086,4887.81
'2003/06/20 00:00,5018.57,5078.79,4984.14,5002.58,1.36411E+11,4983.222,4914.023
'2003/06/23 00:00,5014.8,5036.86,4920.33,4921.72,91715000000,4989.094,4923.501
'2003/06/24 00:00,4881.76,4922.93,4868.85,4909.31,78960000000,4976.318,4931.212
'2003/06/25 00:00,4923.85,4959.4,4898.01,4933.79,97270000000,4963.262,4944.126
'2003/06/26 00:00,4932.02,4954.28,4894.01,4894.01,75248000000,4932.282,4945.684
'2003/06/27 00:00,4936.11,4949.49,4856.33,4877.9,86740000000,4907.346,4945.284
'2003/06/30 00:00,4881.8,4900.44,4864.57,4872.15,60416000000,4897.432,4943.263
'2003/07/01 00:00,4893.58,5017.78,4893.58,5017.78,1.07442E+11,4919.126,4947.722
'2003/07/02 00:00,5075.21,5121.73,5047.83,5095.24,1.46841E+11,4951.416,4957.339
'2003/07/03 00:00,5167.86,5197.72,5095.31,5095.31,1.66127E+11,4991.676,4961.979
'2003/07/04 00:00,5126.57,5151.85,5085.85,5151.85,1.19557E+11,5046.466,4976.906
'2003/07/07 00:00,5227.31,5324.96,5214.09,5322.26,1.71144E+11,5136.488,5016.96
'2003/07/08 00:00,5371.93,5416.98,5323.28,5367.97,1.97307E+11,5206.526,5062.826
'2003/07/09 00:00,5365.98,5410.62,5342.03,5358.91,1.47834E+11,5259.26,5105.338
'2003/07/10 00:00,5367.35,5398.97,5282.38,5282.38,1.29514E+11,5296.674,5144.175
'2003/07/11 00:00,5234.02,5251.85,5179.36,5239.96,1.19283E+11,5314.296,5180.381
'2003/07/14 00:00,5282.98,5390.86,5273.15,5349.94,1.45047E+11,5319.832,5228.16
'2003/07/15 00:00,5399.26,5403.49,5326.08,5335.86,1.33994E+11,5313.41,5259.968
'2003/07/16 00:00,5362.34,5435.12,5348.05,5413.87,1.51785E+11,5324.402,5291.831
'2003/07/17 00:00,5389.52,5429.92,5299.51,5299.51,1.41017E+11,5327.828,5312.251
'2003/07/18 00:00,5291.53,5326.62,5250.03,5287.38,1.01777E+11,5337.312,5325.804
'2003/07/21 00:00,5338.53,5349.2,5216.65,5233.71,13439000000,5314.066,5316.949
'2003/07/22 00:00,5225.57,5271.63,5213.06,5261.01,87719000000,5299.096,5306.253
'2003/07/23 00:00,5299.12,5345.99,5277.3,5287.89,1.03758E+11,5273.9,5299.151
'2003/07/24 00:00,5324.63,5402.75,5305.7,5402.75,1.33094E+11,5294.548,5311.188
'2003/07/25 00:00,5389.89,5441.02,5379.81,5394.75,1.31336E+11,5316.022,5326.667
'2003/07/28 00:00,5476.16,5504.38,5443.4,5451.8,1.4725E+11,5359.64,5336.853
'2003/07/29 00:00,5463.14,5464.95,5338,5342.46,1.03898E+11,5375.93,5337.513
'2003/07/30 00:00,5327.24,5354.96,5278.81,5307.18,86446000000,5379.788,5326.844
'2003/07/31 00:00,5294.52,5328.55,5260.83,5318.34,85489000000,5362.906,5328.727
'2003/08/01 00:00,5365.73,5408.15,5363.89,5390.51,1.03652E+11,5362.058,5339.04
'2003/08/04 00:00,5393.1,5400.41,5361.87,5377.19,75807000000,5347.136,5353.388
'2003/08/05 00:00,5403.84,5407.5,5259.45,5259.45,88061000000,5330.534,5353.232
'2003/08/06 00:00,5214.09,5251.91,5207.61,5225.83,63484000000,5314.264,5347.026
'2003/08/07 00:00,5257.56,5286.99,5193.18,5272.32,86245000000,5305.06,5333.983
'2003/08/08 00:00,5270.95,5315.18,5232.55,5232.55,97073000000,5273.468,5317.763
'2003/08/11 00:00,5239.17,5239.17,5174.77,5214.6,66498000000,5240.95,5294.043
'2003/08/12 00:00,5250.45,5272.96,5245.09,5255.24,73317000000,5240.108,5285.321
'2003/08/13 00:00,5319.3,5454.36,5318.53,5442.27,1.33586E+11,5283.396,5298.83
'2003/08/14 00:00,5463.54,5488.82,5410.12,5436.75,1.48473E+11,5316.282,5310.671
'2003/08/15 00:00,5491.85,5540,5471.6,5488.74,1.21853E+11,5367.52,5320.494
'2003/08/18 00:00,5528.09,5539.02,5480.64,5516.8,1.02038E+11,5427.96,5334.455
'2003/08/19 00:00,5586.43,5594.93,5498.38,5512.16,1.19809E+11,5479.344,5359.726
'2003/08/20 00:00,5548.84,5562.95,5525.45,5543.61,86712000000,5499.612,5391.504
'2003/08/21 00:00,5545.97,5612.15,5522.42,5611.86,1.0653E+11,5534.634,5425.458
'2003/08/22 00:00,5648.94,5692.93,5629.2,5646.62,1.35899E+11,5566.21,5466.865
'2003/08/25 00:00,5667.04,5686.85,5626.6,5686.85,94665000000,5600.22,5514.09
'2003/08/26 00:00,5656.07,5656.07,5542.43,5558.25,93776000000,5609.438,5544.391
'2003/08/27 00:00,5577.3,5626.46,5542.45,5553.43,96762000000,5611.402,5555.507
'2003/08/28 00:00,5553.43,5618.36,5504.52,5523.12,90554000000,5593.654,5564.144
'2003/08/29 00:00,5523.12,5657.05,5523.12,5650.83,1.0463E+11,5594.496,5580.353
'2003/09/01 00:00,5690.84,5725.57,5651.04,5691.79,1.01799E+11,5595.484,5597.852
'2003/09/02 00:00,5693.51,5715.95,5664.27,5715.95,83931000000,5627.024,5618.231
'2003/09/03 00:00,5715.95,5756.08,5673.18,5673.18,1.08401E+11,5650.974,5631.188
'2003/09/04 00:00,5673.18,5702.16,5624.75,5625.63,84525000000,5671.476,5632.565
'2003/09/05 00:00,5625.63,5709.63,5620.29,5639.03,79041000000,5669.116,5631.806
'2003/09/08 00:00,5639.03,5751.99,5609.24,5727.01,87845000000,5676.16,5635.822
'2003/09/09 00:00,5786.97,5800.8,5680.69,5680.69,1.22342E+11,5669.108,5648.066
'2003/09/10 00:00,5654.06,5683.85,5591.33,5623.43,89993000000,5659.158,5655.066
'2003/09/12 00:00,5627.35,5654.44,5600.18,5645.28,62433000000,5663.088,5667.282
'2003/09/15 00:00,5645.28,5651.15,5606.06,5623.22,61150000000,5659.926,5664.521
'2003/09/16 00:00,5623.22,5699.26,5605.99,5699.26,72114000000,5654.376,5665.268
'2003/09/17 00:00,5699.26,5779.95,5699.26,5747.14,97146000000,5667.666,5668.387
'2003/09/18 00:00,5747.14,5758.68,5697.82,5750.81,81116000000,5693.142,5676.15
'2003/09/19 00:00,5750.81,5809.43,5747.1,5757.91,1.12047E+11,5715.668,5689.378
'2003/09/22 00:00,5757.91,5757.91,5675.75,5675.75,81575000000,5726.174,5693.05
'2003/09/23 00:00,5675.75,5686.46,5641.71,5684.01,70549000000,5723.124,5688.75
'2003/09/24 00:00,5684.01,5722.36,5678.64,5722.36,90516000000,5718.168,5692.917
'2003/09/25 00:00,5722.36,5722.36,5633.07,5646.03,24373000000,5697.212,5695.177
'2003/09/26 00:00,5694.96,5700.05,5650.11,5650.11,65597000000,5675.652,5695.66
'2003/09/29 00:00,5650.11,5668.92,5627.43,5643.5,55065000000,5669.202,5697.688
'2003/09/30 00:00,5643.5,5677.12,5611.41,5611.41,50544000000,5654.682,5688.903
'2003/10/01 00:00,5611.41,5613.18,5560.55,5581.66,49686000000,5626.542,5672.355
'2003/10/02 00:00,5581.66,5703.38,5581.66,5699.86,76797000000,5637.308,5667.26
'2003/10/03 00:00,5716.79,5759,5701.87,5747.79,87604000000,5656.844,5666.248
'2003/10/06 00:00,5747.79,5857.54,5747.79,5851.2,1.25196E+11,5698.384,5683.793
'2003/10/07 00:00,5851.2,5879.68,5828.05,5856.68,1.06418E+11,5747.438,5701.06
'2003/10/08 00:00,5856.68,5867.09,5808.19,5821.8,1.02268E+11,5795.466,5711.004
'2003/10/09 00:00,5821.8,5872.98,5800.82,5869.88,1.15598E+11,5829.47,5733.389
'2003/10/13 00:00,5869.88,5979.83,5869.88,5972.47,1.25625E+11,5874.406,5765.625
'2003/10/14 00:00,5972.47,6020.22,5938.42,5938.42,1.21689E+11,5891.85,5795.117
'2003/10/15 00:00,5938.42,5978.47,5913.28,5924.38,1.05352E+11,5905.39,5826.414
'2003/10/16 00:00,5924.38,6037.53,5924.38,6035.74,1.35841E+11,5948.178,5871.822
'2003/10/17 00:00,6035.74,6077.6,6016.1,6042.71,1.27921E+11,5982.744,5906.107
'2003/10/20 00:00,6042.71,6085.62,6030.22,6077.89,1.11928E+11,6003.828,5939.117
'2003/10/21 00:00,6105.03,6116.58,6017.26,6061.46,1.29273E+11,6028.436,5960.143
'2003/10/22 00:00,6061.46,6075.75,6013.08,6041.86,1.0783E+11,6051.932,5978.661
'2003/10/23 00:00,6041.86,6041.86,5938.67,5952.23,94238000000,6035.23,5991.704
'2003/10/24 00:00,5952.23,5990.72,5918.14,5918.14,78922000000,6010.316,5996.53
'2003/10/27 00:00,5918.14,5976.38,5918.14,5958.55,59539000000,5986.448,5995.138
'2003/10/28 00:00,5958.55,6087.32,5958.55,6075.45,1.14419E+11,5989.246,6008.841
'2003/10/29 00:00,6075.45,6173.85,6075.45,6095.87,1.14644E+11,6000.048,6025.99
'2003/10/30 00:00,6095.87,6119.06,6066.62,6108.13,90951000000,6031.228,6033.229
'2003/10/31 00:00,6108.13,6117.86,6029.54,6045.12,1.02512E+11,6056.624,6033.47
'2003/11/03 00:00,6045.12,6098.01,6024.97,6087.45,92055000000,6082.404,6034.426
'2003/11/04 00:00,6087.45,6167.15,6087.45,6108.99,1.15323E+11,6089.112,6039.179
'2003/11/05 00:00,6120.2,6156.51,6102.42,6142.32,93832000000,6098.402,6049.225
'2003/11/06 00:00,6142.32,6182.2,5958.87,6013.4,1.37861E+11,6079.456,6055.342
'2003/11/07 00:00,6013.4,6062.95,5974.11,6056.83,97773000000,6081.798,6069.211
'2003/11/10 00:00,6053.14,6094.7,6024.66,6059.03,88786000000,6076.114,6079.259
'2003/11/11 00:00,6059.03,6059.03,5971.13,6022.08,88741000000,6058.732,6073.922
'2003/11/12 00:00,6024.04,6048.54,5982.75,5982.75,98057000000,6026.818,6062.61
'2003/11/13 00:00,5982.75,6060.79,5982.75,6035.44,93819000000,6031.226,6055.341
'2003/11/14 00:00,6040.31,6059.66,6007.93,6044.77,84937000000,6028.814,6055.306
'2003/11/17 00:00,6044.77,6044.77,5942.41,5952.32,76658000000,6007.472,6041.793
'2003/11/18 00:00,5941.82,5966.51,5890.88,5939.47,82840000000,5990.95,6024.841
'2003/11/19 00:00,5939.47,5939.47,5826.59,5865.51,78751000000,5967.502,5997.16
'2003/11/20 00:00,5865.51,5901.11,5828.41,5834.24,76953000000,5927.262,5979.244
'2003/11/21 00:00,5834.24,5834.24,5749.19,5830.06,69926000000,5884.32,5956.567
'2003/11/24 00:00,5830.06,5849.41,5802.69,5821.58,57061000000,5858.172,5932.822
'2003/11/25 00:00,5821.58,5917.7,5821.58,5861.18,79498000000,5842.514,5916.732
'2003/11/26 00:00,5861.18,5881.46,5846.89,5860.61,51524000000,5841.534,5904.518
'2003/11/27 00:00,5860.61,5860.61,5740.57,5740.57,57862000000,5822.8,5875.031
'2003/11/28 00:00,5740.57,5836.09,5740.57,5771.77,63856000000,5811.142,5847.731
'2003/12/01 00:00,5771.77,5878.13,5752.15,5870.17,71060000000,5820.86,5839.516
'2003/12/02 00:00,5870.17,5921.11,5870.17,5911.45,78711000000,5830.914,5836.714
'2003/12/03 00:00,5952.32,5952.32,5882.08,5884.97,68738000000,5835.786,5838.66
'2003/12/04 00:00,5884.97,5927.37,5884.97,5920.46,64915000000,5871.764,5847.282
'2003/12/05 00:00,5920.46,5945.53,5900.05,5900.05,65571000000,5897.42,5854.281
'2003/12/08 00:00,5952.32,5952.32,5842.21,5847.15,47495000000,5892.816,5856.838
'2003/12/09 00:00,5847.15,5881.71,5830.3,5859.56,58200000000,5882.438,5856.676
'2003/12/10 00:00,5859.56,5859.56,5773.75,5803.42,62671000000,5866.128,5850.957
'2003/12/11 00:00,5803.42,5868.57,5803.42,5867.05,69529000000,5855.446,5863.605
'2003/12/12 00:00,5867.05,5922.71,5849.42,5858.32,70513000000,5847.1,5872.26
'2003/12/15 00:00,5858.32,5924.24,5858.32,5924.24,57485000000,5862.518,5877.667
'2003/12/16 00:00,5924.24,5924.24,5871.88,5887.23,56924000000,5868.052,5875.245
'2003/12/17 00:00,5887.23,5910.63,5718.44,5752.01,94991000000,5857.77,5861.949
'2003/12/18 00:00,5752.01,5801.61,5724.94,5768.76,59603000000,5838.112,5846.779
'2003/12/19 00:00,5768.76,5829.02,5755.22,5759.23,56722000000,5818.294,5832.697
'2003/12/22 00:00,5759.23,5850.74,5759.23,5835.11,60076000000,5800.468,5831.493
'2003/12/23 00:00,5835.11,5858.34,5827.94,5845.51,50366000000,5792.124,5830.088
'2003/12/24 00:00,5845.51,5900.1,5845.51,5857.87,64837000000,5813.296,5835.533
'2003/12/25 00:00,5857.87,5896.46,5845.64,5853.7,52916000000,5830.284,5834.198
'2003/12/26 00:00,5853.7,5881.33,5835.99,5857.21,44702000000,5849.88,5834.087
'2003/12/29 00:00,5857.21,5874.2,5804.89,5804.89,44897000000,5843.836,5822.152
'2003/12/30 00:00,5804.89,5886.79,5804.89,5866.75,78551000000,5848.084,5820.104
'2003/12/31 00:00,5866.75,5900.82,5866.75,5890.69,52741000000,5854.648,5833.972
'2004/01/02 00:00,5890.69,6043.3,5890.69,6041.56,1.12392E+11,5892.22,5861.252
'2004/01/05 00:00,6080.18,6137.91,6061.86,6125.42,1.35641E+11,5945.862,5897.871
'2004/01/06 00:00,6125.42,6170.02,6110.69,6144.01,1.26607E+11,6013.686,5928.761
'2004/01/07 00:00,6144.01,6215.45,6130.35,6141.25,1.31822E+11,6068.586,5958.335
'2004/01/08 00:00,6141.25,6189.6,6141.25,6169.17,1.04957E+11,6124.282,5989.465
'2004/01/09 00:00,6169.17,6257.89,6169.17,6226.98,1.47065E+11,6161.366,6026.793
'2004/01/12 00:00,6226.98,6246.62,6196.41,6219.71,90919000000,6180.224,6063.043
'2004/01/13 00:00,6219.71,6255.94,6195.64,6210.22,89757000000,6193.466,6103.576
'2004/01/14 00:00,6210.22,6298.72,6190.35,6274.97,1.1222E+11,6220.21,6144.398
'2004/01/15 00:00,6274.97,6306.95,6253.64,6264.37,1.11937E+11,6239.25,6181.766
'2004/01/16 00:00,6264.37,6311.46,6264.04,6269.71,1.03289E+11,6247.796,6204.581
'2004/01/27 00:00,6269.71,6399.82,6269.71,6384.63,1.40216E+11,6280.78,6230.502
'2004/01/28 00:00,6384.63,6421.45,6335.54,6386.25,1.51617E+11,6315.986,6254.726
'2004/01/29 00:00,6386.25,6386.25,6303.21,6312.65,1.51842E+11,6323.522,6271.866
'2004/01/30 00:00,6312.65,6386.13,6312.65,6375.38,1.25675E+11,6345.724,6292.487
'2004/02/02 00:00,6375.38,6388.97,6319.96,6319.96,1.21804E+11,6355.774,6301.785
'2004/02/03 00:00,6319.96,6319.96,6210.35,6252.23,1.13462E+11,6329.294,6305.037
'2004/02/04 00:00,6252.23,6297.92,6233.88,6241.39,1.17079E+11,6300.322,6308.154
'2004/02/05 00:00,6241.39,6323.75,6241.39,6268.14,1.32062E+11,6291.42,6307.471
'2004/02/06 00:00,6321.15,6384.09,6314.83,6353.35,1.48459E+11,6287.014,6316.369
'2004/02/09 00:00,6353.35,6475.38,6353.35,6463.09,1.67638E+11,6315.64,6335.707
'2004/02/10 00:00,6463.09,6503.24,6425.32,6488.34,1.64837E+11,6362.862,6346.078
'2004/02/11 00:00,6488.34,6518.16,6440.3,6454.39,1.70338E+11,6405.462,6352.892
'2004/02/12 00:00,6454.39,6578.82,6397.34,6436.95,2.02664E+11,6439.224,6365.322
'2004/02/13 00:00,6436.95,6554.78,6436.95,6549.18,1.65955E+11,6478.39,6382.702
'2004/02/16 00:00,6549.18,6590.25,6518.1,6565.37,1.72571E+11,6498.846,6407.243
'2004/02/17 00:00,6565.37,6616.04,6565.37,6600.47,1.70856E+11,6521.272,6442.067
'2004/02/18 00:00,6600.47,6661.13,6586.74,6605.85,1.87111E+11,6551.564,6478.513
'2004/02/19 00:00,6647.86,6688.14,6626.47,6681.52,2.05481E+11,6600.478,6519.851
'2004/02/20 00:00,6692.03,6708.04,6656.06,6665.54,1.74539E+11,6623.75,6551.07
'2004/02/23 00:00,6665.54,6695.45,6607.36,6665.89,1.54422E+11,6643.854,6571.35
'2004/02/24 00:00,6650.16,6686.85,6589.23,6589.23,1.40018E+11,6641.606,6581.439
'2004/02/25 00:00,6589.23,6672.24,6589.23,6644.28,1.47269E+11,6649.292,6600.428
'2004/02/26 00:00,6644.28,6730.96,6644.28,6693.25,1.65147E+11,6651.638,6626.058
'2004/02/27 00:00,6693.25,6756.76,6693.25,6750.54,1.69822E+11,6668.638,6646.194
'2004/03/01 00:00,6750.54,6896.36,6750.54,6888.43,2.33528E+11,6713.146,6678.5
'2004/03/02 00:00,6888.43,6984.41,6888.43,6975.26,2.47579E+11,6790.352,6715.979
'2004/03/03 00:00,6975.26,7003.88,6930.01,6932.17,2.39903E+11,6847.93,6748.611
'2004/03/04 00:00,6932.17,7045.47,6932.17,7034.1,2.26553E+11,6916.1,6783.869
'2004/03/05 00:00,7034.1,7135,6943.47,6943.68,2.53697E+11,6954.728,6811.683
'2004/03/08 00:00,6943.68,7025.11,6901.48,6901.48,1.52998E+11,6957.338,6835.242
'2004/03/09 00:00,6901.48,6974.95,6865.2,6973.9,1.30019E+11,6957.066,6873.709
'2004/03/10 00:00,6967.16,6995.48,6874.91,6874.91,1.69029E+11,6945.614,6896.772
'2004/03/11 00:00,6874.91,6906.5,6805.71,6879.11,1.29493E+11,6914.616,6915.358
'2004/03/12 00:00,6879.11,6879.11,6766.16,6800.24,1.4607E+11,6885.928,6920.328
'2004/03/15 00:00,6897.78,6897.78,6635.98,6635.98,1.70176E+11,6832.828,6895.083
'2004/03/16 00:00,6645.43,6660.82,6564.31,6589.72,1.45927E+11,6755.992,6856.529
'2004/03/17 00:00,6589.72,6669.93,6577.98,6577.98,1.17725E+11,6696.606,6821.11
'2004/03/18 00:00,6572.73,6791.85,6570.53,6787.03,1.74786E+11,6678.19,6796.403
'2004/03/19 00:00,6783.52,6833.49,6751.54,6815.09,1.61999E+11,6681.16,6783.544
'2004/03/22 00:00,6360.33,6368.03,6358.73,6359.92,47033000000,6625.948,6729.388
'2004/03/23 00:00,6359.92,6359.92,6020.64,6172.89,2.49144E+11,6542.582,6649.287
'2004/03/24 00:00,6265.74,6265.74,6100.83,6213.56,1.42876E+11,6469.698,6583.152
'2004/03/25 00:00,6213.56,6250.4,6142.9,6156.73,1.19276E+11,6343.638,6510.914
'2004/03/26 00:00,6156.73,6239.23,6117.27,6132.62,97786000000,6207.144,6444.152
'2004/03/29 00:00,6132.62,6474.17,6132.62,6474.11,1.12431E+11,6229.982,6427.965
'2004/03/30 00:00,6474.11,6535.02,6441.43,6494.71,1.4401E+11,6294.346,6418.464
'2004/03/31 00:00,6554.95,6569.56,6482.81,6522.19,1.35985E+11,6356.072,6412.885
'2004/04/01 00:00,6504.54,6534.69,6459.74,6523.49,1.28192E+11,6429.424,6386.531
'2004/04/02 00:00,6566.76,6581.99,6527.08,6545.54,1.20455E+11,6512.008,6359.576
'2004/04/05 00:00,6545.54,6684.77,6545.54,6682.73,1.50683E+11,6553.732,6391.857
'2004/04/06 00:00,6682.73,6744.56,6627.01,6635.54,1.59995E+11,6581.898,6438.122
'2004/04/07 00:00,6642.43,6657.42,6606.83,6646.74,99392000000,6606.808,6481.44
'2004/04/08 00:00,6666.73,6690.45,6647.42,6672.86,1.08057E+11,6636.682,6533.053
'2004/04/09 00:00,6672.86,6672.86,6607.89,6620.36,1.09303E+11,6651.646,6581.827
'2004/04/12 00:00,6701.36,6801.5,6701.36,6777.78,1.56552E+11,6670.656,6612.194
'2004/04/13 00:00,6824.23,6838.86,6766.87,6794.33,1.84309E+11,6702.414,6642.156
'2004/04/14 00:00,6772.42,6880.18,6772.42,6880.18,1.8115E+11,6749.102,6677.955
'2004/04/15 00:00,6880.18,6916.31,6736.79,6736.79,1.99331E+11,6761.888,6699.285
'2004/04/21 00:00,5857.21,6844.74,5857.21,6810.25,1.37018E+11,6799.866,6725.756
'2004/04/22 00:00,6867.87,6912.09,6678.7,6732.09,2.01612E+11,6790.728,6730.692
'2004/04/23 00:00,6791.36,6806.98,6694.59,6748.1,1.27614E+11,6781.482,6741.948
'2004/04/26 00:00,6748.1,6775.67,6704.58,6710.7,1.07628E+11,6747.586,6748.344
'2004/04/27 00:00,6717.52,6720.14,6582.71,6646.8,1.07697E+11,6729.588,6745.738
'2004/04/28 00:00,6646.8,6673.05,6556.87,6574.75,1.07506E+11,6682.488,6741.177
'2004/04/29 00:00,6574.75,6574.75,6354.45,6402.21,1.30306E+11,6616.512,6703.62
'2004/04/30 00:00,6331.44,6343.03,6023.58,6117.81,1.61464E+11,6490.454,6635.968
'2004/05/03 00:00,6102.6,6123.53,5986.85,6029.77,90425000000,6354.268,6550.927
'2004/05/07 00:00,5909.79,6040.26,5889.89,6040.26,91483000000,6232.96,6481.274
'2004/05/10 00:00,5929.72,5929.72,5803.74,5825.05,66351000000,6083.02,6382.754
'2004/05/11 00:00,5855.72,5890.6,5704.21,5886.36,89201000000,5979.85,6298.181
'2004/05/12 00:00,5886.36,6026.64,5886.36,5958.79,94804000000,5948.046,6219.25
'2004/05/13 00:00,5928.57,5971.44,5878.61,5918.09,69179000000,5925.71,6139.989
'2004/05/14 00:00,5930.3,5934.8,5777.32,5777.32,73060000000,5873.122,6053.041
'2004/05/17 00:00,5632.58,5632.58,5450.72,5482.96,76042000000,5804.704,5943.862
'2004/05/18 00:00,5500.64,5613.35,5461.19,5557.68,75856000000,5738.968,5859.409
'2004/05/19 00:00,5690.18,5861.53,5684.52,5860.58,92278000000,5719.326,5833.686
'2004/05/20 00:00,5779.98,5926.27,5727.68,5815.33,1.09312E+11,5698.774,5812.242
'2004/05/21 00:00,5836.08,5993.28,5805.72,5964.94,1.08673E+11,5736.298,5804.71
'2004/05/24 00:00,5927.46,6021.5,5873.8,5942.08,85257000000,5828.122,5816.413
'2004/05/25 00:00,5917.08,6020.54,5917.08,5958.38,77959000000,5908.262,5823.615
'2004/05/26 00:00,6098.53,6116.45,6026.9,6027.27,1.0636E+11,5941.6,5830.463
'2004/05/27 00:00,6068.95,6074.58,6001.44,6033.05,75235000000,5985.144,5841.959
'2004/05/28 00:00,6087.23,6137.26,6035.93,6137.26,89422000000,6019.608,5877.953
'2004/05/31 00:00,6106.19,6106.19,5977.84,5977.84,74649000000,6026.76,5927.441
'2004/06/01 00:00,5991.49,5999.77,5895.17,5986.2,66209000000,6032.324,5970.293
'2004/06/02 00:00,5908.01,5945.54,5875.22,5875.67,55469000000,6002.004,5971.802
'2004/06/03 00:00,5906.09,5919.72,5671.45,5671.45,85148000000,5929.684,5957.414
'2004/06/04 00:00,5667.08,5734.48,5630.12,5724.89,70489000000,5847.21,5933.409
'2004/06/07 00:00,5803.01,5938.04,5793.96,5935.82,78302000000,5838.806,5932.783
'2004/06/08 00:00,6004.99,6010.5,5937.73,5986.76,97948000000,5838.918,5935.621
'2004/06/09 00:00,5972.13,6010.05,5948.93,5965.7,65239000000,5856.924,5929.464
'2004/06/10 00:00,5915.96,5938.61,5834.04,5867.51,68699000000,5896.136,5912.91
'2004/06/11 00:00,5806.83,5827.51,5728.2,5735.07,75337000000,5898.172,5872.691
'2004/06/14 00:00,5753.23,5782.67,5560.78,5574.08,66816000000,5825.824,5832.315
'2004/06/15 00:00,5546.27,5646.49,5514.17,5646.49,66007000000,5757.77,5798.344
'2004/06/16 00:00,5722.18,5722.18,5526.6,5560.16,64343000000,5676.662,5766.793
'2004/06/17 00:00,5558.2,5709.5,5558.2,5664.35,80704000000,5636.03,5766.083
'2004/06/18 00:00,5628.8,5632.12,5551.1,5569.29,56434000000,5602.874,5750.523
'2004/06/21 00:00,5666.61,5666.61,5542.36,5556.54,52671000000,5599.366,5712.595
'2004/06/23 00:00,5591.79,5758.15,5591.79,5729.3,85496000000,5615.928,5686.849
'2004/06/24 00:00,5765.65,5799.81,5720.38,5779.09,72917000000,5659.714,5668.188
'2004/06/25 00:00,5767.38,5827.97,5753.51,5802.55,75277000000,5687.354,5661.692
'2004/06/28 00:00,5806.62,5807.26,5680.51,5709.84,56227000000,5715.464,5659.169
'2004/06/29 00:00,5672.72,5741.52,5652.44,5741.52,48197000000,5752.46,5675.913
'2004/06/30 00:00,5800.89,5851.17,5790.7,5839.44,76806000000,5774.488,5695.208
'2004/07/01 00:00,5849.74,5870.59,5810.88,5836.91,68874000000,5786.052,5722.883
'2004/07/02 00:00,5738.22,5775.76,5716.77,5746.7,52821000000,5774.882,5731.118
'2004/07/05 00:00,5687.61,5707.08,5627.72,5659.78,43861000000,5764.87,5740.167
'2004/07/06 00:00,5675.32,5733.57,5656.92,5733.57,41174000000,5763.28,5757.87
'2004/07/07 00:00,5643.65,5745.1,5643.65,5727.78,50071000000,5740.948,5757.718
'2004/07/08 00:00,5743.82,5780.68,5709.61,5713.39,54330000000,5716.244,5751.148
'2004/07/09 00:00,5736.95,5779.89,5694.76,5777.72,54801000000,5722.448,5748.665
'2004/07/12 00:00,5802.35,5804.92,5751.4,5758.74,59041000000,5742.24,5753.555
'2004/07/13 00:00,5718.18,5720.95,5683.56,5685.57,54214000000,5732.64,5747.96
'2004/07/14 00:00,5695.2,5698.86,5623.65,5623.65,51337000000,5711.814,5726.381
'2004/07/15 00:00,5596.07,5611.64,5506.21,5542.8,61049000000,5677.696,5696.97
'2004/07/16 00:00,5501.93,5577.19,5501.93,5502.14,49612000000,5622.58,5672.514
'2004/07/19 00:00,5483.61,5528.01,5433.31,5489.1,49261000000,5568.652,5655.446
'2004/07/20 00:00,5453.75,5476.75,5314.6,5325.68,62949000000,5496.674,5614.657
'2004/07/21 00:00,5388.35,5440.66,5361.82,5409.13,64235000000,5453.77,5582.792
'2004/07/22 00:00,5301.54,5395.78,5285.16,5387.96,60507000000,5422.802,5550.249
'2004/07/23 00:00,5372.35,5427.65,5360.3,5373.85,52041000000,5397.144,5509.862
