date,費半_開盤價,費半_最高價,費半_最低價,費半_收盤價,費半_SMA5,費半_SMA10
'2004/08/11 00:00,368.24,374.42,366.52,368.87,,
'2004/08/12 00:00,368.8,369.23,361.4,364.92,,
'2004/08/13 00:00,364.95,366.92,360.61,366.65,,
'2004/08/16 00:00,373.45,379.96,373.3,377.15,,
'2004/08/17 00:00,377.13,384.18,372.53,381.99,371.916,
'2004/08/18 00:00,382.02,390.39,381.21,386.55,375.452,
'2004/08/19 00:00,386.6,387.2,381.19,384.5,379.368,
'2004/08/20 00:00,384.47,388.73,383.93,386,383.238,
'2004/08/23 00:00,393.34,394.58,389.8,390.09,385.826,
'2004/08/25 00:00,382.59,383.93,378.16,379.41,385.31,
'2004/08/26 00:00,379.5,385.41,378.76,384.65,384.93,379.1618182
'2004/08/27 00:00,384.66,384.85,381.67,382.34,384.498,380.3863636
'2004/08/30 00:00,377.5,377.5,363.61,365.87,380.472,380.4727273
'2004/08/31 00:00,365.82,379.62,364.54,376.36,377.726,381.3554545
'2004/09/01 00:00,376.41,376.56,369.07,372.93,376.43,380.9718182
'2004/09/02 00:00,372.92,378.08,358.48,359.72,371.444,378.9472727
'2004/09/03 00:00,359.64,359.85,357.32,357.84,366.544,376.3372727
'2004/09/06 00:00,360.83,362,355.05,357.33,364.836,373.8672727
'2004/09/07 00:00,357.32,358.36,351.27,353.37,360.238,370.9009091
'2004/09/08 00:00,353.36,363.98,350.91,360.5,357.752,368.2109091
'2004/09/09 00:00,360.44,381.56,356.52,378.83,361.574,368.1581818
'2004/09/10 00:00,378.96,385.02,378.67,383.61,366.728,368.0636364
'2004/09/13 00:00,396.74,398.73,387.75,391.76,373.614,368.92
'2004/09/14 00:00,391.73,393.95,380.11,380.69,379.078,370.2672727
'2004/09/15 00:00,380.55,386.47,379.81,383.37,383.652,370.9045455
'2004/09/16 00:00,383.38,387.31,380.15,386.32,385.15,372.1218182
'2004/09/17 00:00,386.37,388.75,385.22,388.5,386.128,374.7381818
'2004/09/20 00:00,402.41,402.97,396.8,399.9,387.756,378.5618182
'2004/09/21 00:00,401.1,401.1,393.34,393.34,390.286,381.8354545
'2004/09/22 00:00,393.16,395.33,387.85,392.21,392.054,385.3663636
'2004/09/23 00:00,394.14,396.35,387.27,387.27,392.244,387.8
'2004/09/24 00:00,387.06,387.15,380.41,382.55,391.054,388.1381818
'2004/09/27 00:00,378.78,380.8,376.45,376.96,386.466,387.5336364
'2004/09/28 00:00,374.3,382.37,374.3,381.85,384.168,386.6327273
'2004/09/29 00:00,381.83,389.69,379.03,382.68,382.262,386.8136364
'2004/09/30 00:00,382.72,401.62,382.09,400.94,384.996,388.4109091
'2004/10/01 00:00,400.97,402.38,399.99,401.91,388.868,389.8281818
'2004/10/04 00:00,409.21,411.23,399.48,404,394.276,391.2372727
'2004/10/05 00:00,404.07,408.53,398.84,400.75,398.056,391.3145455
'2004/10/06 00:00,400.49,410.53,400.4,405.44,402.608,392.4145455
'2004/10/07 00:00,405.46,407.43,391.61,392.73,400.966,392.4618182
'2004/10/08 00:00,392.76,393.93,387.21,389.52,398.488,392.6663636
'2004/10/11 00:00,386.22,392.89,380.17,385.09,394.706,392.8972727
'2004/10/12 00:00,385.05,399.52,382.82,395.63,393.682,394.5945455
'2004/10/13 00:00,395.58,395.58,381.05,381.6,388.914,394.5718182
'2004/10/14 00:00,381.58,384.27,378.98,380.97,386.562,394.4163636
'2004/10/15 00:00,381.08,386.02,379.59,381.37,384.932,392.6372727
'2004/10/18 00:00,379.4,395.63,379.4,393.97,386.708,391.9154545
'2004/10/19 00:00,393.82,395.33,382.91,392.8,386.142,390.8972727
'2004/10/20 00:00,392.82,402.96,391.06,400.43,389.908,390.8681818
'2004/10/21 00:00,400.52,411.21,399.45,400.15,393.744,390.3872727
'2004/10/22 00:00,400.13,402.29,394.76,395.16,396.502,390.6081818
'2004/10/25 00:00,398.9,402.36,393.38,396.66,397.04,391.2572727
'2004/10/26 00:00,396.7,406.9,394.94,406.22,399.724,393.1781818
'2004/10/27 00:00,406.21,415.91,404.51,412.79,402.196,394.7381818
'2004/10/28 00:00,413.11,415.71,408.16,409.81,404.128,397.3027273
'2004/10/29 00:00,409.8,412.67,409.8,412.25,407.546,400.1463636
'2004/11/01 00:00,411.77,415.13,407.88,414.67,411.148,403.1736364
'2004/11/02 00:00,414.69,424.25,412.54,415.67,413.038,405.1463636
'2004/11/03 00:00,415.61,417.23,404.17,406.54,411.788,406.3954545
'2004/11/04 00:00,407,422.3,406.71,421.58,414.142,408.3181818
'2004/11/05 00:00,421.56,421.73,414.6,417.83,415.258,409.9254545
'2004/11/08 00:00,417.44,419.52,414.49,415.21,415.366,411.7481818
'2004/11/09 00:00,415.17,418.13,406.8,407.43,413.718,412.7272727
'2004/11/10 00:00,407.6,411.31,404.9,411.28,414.666,413.1872727
'2004/11/11 00:00,411.27,417.5,409.67,415.19,413.388,413.4054545
'2004/11/12 00:00,415.2,423.81,413.38,423.81,414.584,414.6781818
'2004/11/15 00:00,430.68,432.63,423.67,425.44,416.63,415.8772727
'2004/11/16 00:00,425.48,440.59,424.35,439.71,423.086,418.1536364
'2004/11/17 00:00,439.52,445.64,433.36,440.86,429.002,420.4436364
'2004/11/18 00:00,440.84,445.94,435.93,436.09,433.182,423.13
'2004/11/19 00:00,436.15,436.15,431.6,431.88,434.796,424.0663636
'2004/11/22 00:00,431.77,436.34,429.57,429.97,435.702,425.17
'2004/11/23 00:00,429.61,435.53,426.89,432.39,434.238,426.7318182
'2004/11/24 00:00,432.42,435.39,431.58,433.65,432.796,429.1154545
'2004/11/25 00:00,433.74,435.4,432.5,433.21,432.22,431.1090909
'2004/11/26 00:00,433.23,433.62,430.95,430.98,432.04,432.5445455
'2004/11/29 00:00,433.07,433.59,427.52,427.52,431.55,432.8818182
'2004/11/30 00:00,427.54,434.35,427.54,434.06,431.884,433.6654545
'2004/12/01 00:00,434.23,446.18,434.08,445.62,434.278,434.2027273
'2004/12/02 00:00,445.61,448.66,437.26,448.66,437.368,434.9118182
'2004/12/03 00:00,448.67,450.34,445.16,445.28,440.228,435.7472727
'2004/12/06 00:00,447.99,447.99,447.99,447.99,444.322,437.2118182
'2004/12/07 00:00,448,449.16,432.42,432.42,443.994,437.4345455
'2004/12/08 00:00,432.32,434.32,414.02,415.49,437.968,435.8981818
'2004/12/09 00:00,415.52,428.48,415.52,423.35,432.906,434.9618182
'2004/12/10 00:00,423.36,425.89,421.83,422.75,428.4,434.0109091
'2004/12/13 00:00,429.98,429.98,429.98,429.98,424.798,433.92
'2004/12/14 00:00,429.96,436.44,429.58,433.79,425.072,434.49
'2004/12/15 00:00,434.44,434.44,434.44,434.44,428.862,434.5245455
'2004/12/16 00:00,423.73,423.73,423.73,423.73,428.938,432.5345455
'2004/12/17 00:00,423.72,425.21,421.86,423.75,429.138,430.27
'2004/12/20 00:00,425.38,425.38,419.18,419.18,426.978,427.8972727
'2004/12/21 00:00,419.17,427.13,418.53,426.08,425.436,425.9054545
'2004/12/22 00:00,426.03,426.78,422.39,425.71,423.69,425.2954545
'2004/12/23 00:00,425.73,427.27,425.2,426.43,424.23,426.29
'2004/12/27 00:00,426.22,427.48,421.41,426.99,424.878,426.6209091
'2004/12/28 00:00,430.58,430.58,430.58,430.58,427.158,427.3327273
'2004/12/29 00:00,433.13,433.13,433.13,433.13,428.568,427.6190909
'2004/12/30 00:00,433.13,433.13,433.01,433.01,430.028,427.5481818
'2005/01/03 00:00,416.1,416.1,416.1,416.1,427.962,425.8809091
'2005/01/04 00:00,406.86,406.86,406.86,406.86,423.936,424.3472727
'2005/01/05 00:00,406.87,408.93,402.47,403.11,418.442,422.4709091
'2005/01/06 00:00,403.17,407.43,403.17,403.9,412.596,421.0818182
'2005/01/07 00:00,403.87,408.71,403.86,407.56,407.506,419.3981818
'2005/01/10 00:00,409.24,411.55,396.36,397.78,403.842,416.8590909
'2005/01/11 00:00,397.85,398.53,396.19,396.19,401.708,414.11
'2005/01/12 00:00,395.98,401.7,395.98,400.02,401.09,411.6581818
'2005/01/13 00:00,400.01,403.1,395.85,403.1,400.93,409.16
'2005/01/14 00:00,403.11,403.3,403.11,403.14,400.046,406.4336364
'2005/01/17 00:00,403.01,404.5,399.9,404.5,401.39,403.8418182
'2005/01/18 00:00,404.5,406.11,403.88,403.88,402.928,402.7309091
'2005/01/19 00:00,404.1,404.1,397.61,400.4,403.004,402.1436364
'2005/01/20 00:00,400.42,400.42,395.31,395.31,401.446,401.4345455
'2005/01/21 00:00,395.32,395.32,389.66,389.66,398.75,400.14
'2005/01/24 00:00,385.94,390.57,385.94,390.57,395.964,398.5954545
'2005/01/25 00:00,390.54,395.79,390.54,395.79,394.346,398.4145455
'2005/01/26 00:00,395.78,400.25,395.78,400.25,394.316,398.7836364
'2005/01/27 00:00,400.26,403.6,400.26,401.88,395.63,398.9527273
'2005/01/28 00:00,401.85,401.86,399.46,399.46,397.59,398.6218182
'2005/01/31 00:00,405.52,405.52,403.96,403.96,400.268,398.6963636
'2005/02/01 00:00,408.57,409.32,406.98,406.98,402.506,398.9218182
'2005/02/02 00:00,407,407,398.69,398.69,402.194,398.45
'2005/02/03 00:00,410.53,410.53,410.53,410.53,403.924,399.3709091
'2005/02/04 00:00,410.5,418.22,409.23,418.16,407.664,401.4481818
'2005/02/14 00:00,436.04,444.26,436.04,444.05,415.682,406.3927273
'2005/02/15 00:00,444.03,444.03,437.2,437.2,421.726,410.6318182
'2005/02/16 00:00,437.21,438.64,432.26,432.26,428.44,413.9472727
'2005/02/17 00:00,432.3,432.3,427.41,427.41,431.816,416.4163636
'2005/02/18 00:00,427.43,427.88,426.69,427.73,433.73,418.7663636
'2005/02/21 00:00,426.84,437.96,426.84,434.25,431.77,421.9290909
'2005/02/22 00:00,434.24,434.24,422.53,422.53,428.836,423.6172727
'2005/02/23 00:00,422.49,426.92,422.49,425.74,427.532,425.3227273
'2005/02/28 00:00,443.44,446.06,443.44,446.06,431.262,429.6290909
'2005/03/01 00:00,446.18,446.91,438.44,445.37,434.79,432.7963636
'2005/03/02 00:00,445.38,445.38,436.6,436.6,435.26,434.4727273
'2005/03/03 00:00,436.58,439.79,434.21,434.21,437.596,433.5781818
'2005/03/04 00:00,434.02,435.76,433.38,433.38,439.124,433.2309091
'2005/03/07 00:00,441.34,441.76,437.73,439.37,437.786,433.8772727
'2005/03/08 00:00,439.24,439.24,438.76,438.76,436.464,434.9090909
'2005/03/09 00:00,438.86,438.86,433.61,433.61,435.866,435.4436364
'2005/03/10 00:00,433.61,438.02,433.61,434.28,435.88,435.4463636
'2005/03/11 00:00,434.33,434.33,427.88,427.88,434.78,435.9327273
'2005/03/14 00:00,428.95,428.95,422.01,423.58,431.622,435.7363636
'2005/03/15 00:00,423.6,429.09,418.95,420.03,427.876,433.37
'2005/03/16 00:00,419.99,421.49,419.99,420.81,425.316,431.1372727
'2005/03/17 00:00,420.94,421.22,413.44,413.44,421.148,429.0318182
'2005/03/18 00:00,413.46,414.48,413.46,414.13,418.398,427.2063636
'2005/03/21 00:00,411.61,419.69,411.61,417.88,417.258,425.7972727
'2005/03/22 00:00,417.82,417.82,416.29,416.29,416.51,423.6990909
'2005/03/23 00:00,416.23,418.58,416.23,418.58,416.064,421.8645455
'2005/03/24 00:00,418.38,420.34,415.88,415.88,416.552,420.2527273
'2005/03/28 00:00,420.19,420.19,412.22,416.96,417.118,418.6781818
'2005/03/29 00:00,416.95,416.95,408.66,416.44,416.83,417.6381818
'2005/03/30 00:00,416.34,420.23,416.34,416.66,416.904,417.0090909
'2005/03/31 00:00,416.61,417.89,412.2,412.27,415.642,416.3036364
'2005/04/01 00:00,412.49,416.22,411.22,411.22,414.71,415.4318182
'2005/04/04 00:00,408.78,411.79,406.28,408.3,412.978,414.9645455
'2005/04/05 00:00,408.4,415.74,408.4,415.74,412.838,415.1109091
'2005/04/06 00:00,415.84,416.06,410.59,414.97,412.5,414.8463636
'2005/04/07 00:00,415,418.1,415,418.1,413.666,415.0109091
'2005/04/08 00:00,418.14,419.87,416.83,416.95,414.812,414.8627273
'2005/04/11 00:00,407.56,407.6,407.53,407.56,414.664,414.1063636
'2005/04/12 00:00,407.57,413.14,407.57,413.14,414.144,413.7590909
'2005/04/13 00:00,400.6,400.6,400.37,400.39,411.228,412.3
'2005/04/14 00:00,385.46,385.46,385.28,385.34,404.676,409.4527273
'2005/04/15 00:00,385.33,385.33,381.79,382.64,397.814,406.7590909
'2005/04/18 00:00,392.77,392.79,392.65,392.66,394.834,405.0718182
'2005/04/19 00:00,393.71,393.71,393.55,393.55,390.916,403.7309091
'2005/04/20 00:00,391.8,391.81,391.79,391.8,389.198,401.5545455
'2005/04/21 00:00,391.79,391.91,391.78,391.91,390.512,399.4581818
'2005/04/22 00:00,391.9,392.22,390.17,390.17,392.018,396.9190909
'2005/04/25 00:00,395.13,395.5,395.11,395.5,392.586,394.9690909
'2005/04/26 00:00,389.47,389.68,389.46,389.67,391.81,393.3427273
'2005/04/27 00:00,386.61,386.62,386.44,386.44,390.738,390.9154545
'2005/04/28 00:00,377.68,377.68,377.63,377.67,387.89,388.85
'2005/04/29 00:00,377.69,387.23,377.69,385.65,386.986,388.8781818
'2005/05/02 00:00,386.59,386.62,386.59,386.62,385.21,389.24
'2005/05/03 00:00,390.86,390.89,390.86,390.87,385.45,389.0772727
'2005/05/04 00:00,396.9,396.92,396.9,396.92,387.546,389.3836364
'2005/05/05 00:00,395.41,395.42,395.4,395.41,391.094,389.7118182
'2005/05/06 00:00,395.42,397.54,393.77,396.82,393.328,390.1581818
'2005/05/09 00:00,395.39,395.41,395.36,395.41,395.086,390.6345455
'2005/05/10 00:00,390.84,390.87,390.82,390.87,395.086,390.2136364
'2005/05/11 00:00,400.79,400.79,400.65,400.67,395.836,391.2136364
'2005/05/12 00:00,410.89,410.92,410.89,410.91,398.936,393.4381818
'2005/05/13 00:00,410.98,410.98,404.19,408.23,401.218,396.2163636
'2005/05/16 00:00,410.38,410.42,410.29,410.29,404.194,398.4563636
'2005/05/17 00:00,417.02,417.04,416.94,416.97,409.414,401.2154545
'2005/05/18 00:00,421.59,421.64,421.58,421.64,413.608,404.0127273
'2005/05/19 00:00,421.38,421.38,421.33,421.36,415.698,406.2345455
'2005/05/20 00:00,421.34,425.23,420.87,425.23,419.098,408.9454545
'2005/05/23 00:00,425.67,425.76,425.65,425.76,422.192,411.5763636
'2005/05/24 00:00,424.27,424.32,424.24,424.32,423.662,414.2045455
'2005/05/25 00:00,433.29,433.3,433.21,433.21,425.976,418.0536364
'2005/05/26 00:00,428.1,428.14,428.1,428.14,427.332,420.5509091
'2005/05/27 00:00,428.17,430.79,428.06,430.43,428.372,422.3254545
'2005/05/30 00:00,429.91,429.93,429.89,429.93,429.206,424.2981818
'2005/05/31 00:00,434.12,434.14,434.12,434.12,431.166,426.4645455
'2005/06/01 00:00,436.13,436.14,436.09,436.13,431.75,428.2063636
'2005/06/02 00:00,435.42,435.44,435.4,435.44,433.21,429.4609091
'2005/06/03 00:00,435.42,436.3,434.19,434.26,433.976,430.6336364
'2005/06/06 00:00,437.98,437.98,437.97,437.97,435.584,431.7918182
'2005/06/07 00:00,432.11,432.23,432.11,432.23,435.206,432.38
'2005/06/08 00:00,429.33,429.35,429.28,429.35,433.85,432.8372727
'2005/06/09 00:00,430.49,430.49,430.38,430.4,432.842,432.5818182
'2005/06/10 00:00,430.41,431.7,430.41,430.75,432.14,432.8190909
'2005/06/13 00:00,428.09,428.09,428.07,428.08,430.162,432.6054545
'2005/06/14 00:00,419.03,419.03,419.02,419.02,427.52,431.6136364
'2005/06/15 00:00,430.97,430.98,430.96,430.98,427.846,431.3281818
'2005/06/16 00:00,429.49,429.49,429.46,429.48,427.662,430.7236364
'2005/06/17 00:00,429.48,431.88,429.48,430.51,427.614,430.2754545
'2005/06/20 00:00,430.42,430.45,430.42,430.43,428.084,429.9272727
'2005/06/21 00:00,431.11,431.15,431.09,431.15,430.51,429.3072727
'2005/06/22 00:00,446.15,446.27,446.15,446.27,433.568,430.5836364
'2005/06/23 00:00,430.31,430.31,430.28,430.3,433.732,430.67
'2005/06/24 00:00,430.28,430.28,426.81,427,433.03,430.3609091
'2005/06/27 00:00,423.33,423.33,423.31,423.33,431.61,429.6863636
'2005/06/28 00:00,423.15,423.15,423.1,423.1,430,429.2336364
'2005/06/29 00:00,422.53,422.58,422.51,422.52,425.25,429.5518182
'2005/06/30 00:00,419.34,419.34,419.22,419.31,423.052,428.4909091
'2005/07/01 00:00,419.31,420.36,417.94,419.36,421.524,427.5709091
'2005/07/04 00:00,424.55,424.56,424.55,424.56,421.77,427.03
'2005/07/05 00:00,424.57,432.98,424.57,432.98,423.746,427.2618182
'2005/07/06 00:00,432.91,434.26,429.63,430.33,425.308,427.1872727
'2005/07/07 00:00,435.35,435.35,435.35,435.35,428.516,426.1945455
'2005/07/08 00:00,435.35,442.89,435.35,442.75,433.194,427.3263636
'2005/07/11 00:00,449.81,453.78,449.81,451.53,438.588,429.5563636
'2005/07/12 00:00,451.53,458.31,451.53,456.54,443.3,432.5754545
'2005/07/13 00:00,456.55,461.88,456.55,461.88,449.61,436.1009091
'2005/07/14 00:00,459.25,459.25,459.25,459.25,454.39,439.44
'2005/07/15 00:00,459.24,463.88,458.57,463.64,458.568,443.47
'2005/07/18 00:00,461.34,467.37,461.34,467.37,461.736,447.8345455
'2005/07/19 00:00,472.94,472.94,472.94,472.94,465.016,452.2327273
'2005/07/20 00:00,468.85,468.85,468.85,468.85,466.41,455.4936364
'2005/07/21 00:00,468.86,475.67,468.86,474.64,469.488,459.5218182
'2005/07/22 00:00,474.62,475.91,472.04,475.19,471.798,463.1436364
'2005/07/25 00:00,474.08,474.14,470.72,472.17,472.758,465.8181818
'2005/07/27 00:00,473.78,474.1,470.76,473,472.77,467.77
'2005/07/28 00:00,473.02,475.79,471.93,472.44,473.488,469.2154545
'2005/07/29 00:00,472.43,477.82,471.38,474.44,473.448,470.3572727
'2005/08/01 00:00,473.28,485.63,471.99,484.89,475.388,472.6881818
'2005/08/02 00:00,484.9,486.34,480.38,483.32,477.618,474.4772727
'2005/08/03 00:00,483.37,486.2,475.11,475.19,478.056,475.1881818
'2005/08/04 00:00,475.15,475.28,468.11,468.32,477.232,474.7681818
'2005/08/05 00:00,468.13,472.86,468.12,471.19,476.582,474.9809091
'2005/08/08 00:00,471.8,473.18,465.2,471.44,473.892,474.69
'2005/08/09 00:00,471.49,476.79,470.06,476.17,472.462,474.7790909
'2005/08/10 00:00,476.18,476.33,462.78,467.48,470.92,474.3527273
'2005/08/11 00:00,467.08,469.46,460.29,460.74,469.404,473.2381818
'2005/08/12 00:00,460.76,463.35,459.24,462.83,467.732,472.3645455
'2005/08/15 00:00,464.37,469.86,458.69,460.11,465.466,471.0618182
'2005/08/16 00:00,459.92,466.15,457.29,464.49,463.13,469.2072727
'2005/08/17 00:00,464.67,465.92,459.16,459.53,461.54,467.0445455
'2005/08/18 00:00,459.53,466.18,459.52,464.48,462.288,466.0709091
'2005/08/19 00:00,464.49,464.49,462.2,462.27,462.176,465.5209091
'2005/08/22 00:00,465.86,471.3,462.9,466.2,463.394,465.0672727
'2005/08/23 00:00,466.22,470.78,464.16,469.75,464.446,464.9136364
'2005/08/24 00:00,469.8,473.22,463.36,467.29,465.998,464.1063636
'2005/08/25 00:00,467.12,467.85,461.86,462.34,465.57,463.6390909
'2005/08/26 00:00,462.35,465.39,462.19,464.02,465.92,463.9372727
'2005/08/29 00:00,467.49,471.31,464.09,464.33,465.546,464.0736364
'2005/08/30 00:00,464.34,470.9,464.2,468.7,465.336,464.8545455
'2005/08/31 00:00,468.7,474.02,467.59,472.13,466.304,465.5490909
'2005/09/01 00:00,472,472.15,465.48,465.73,466.982,466.1127273
'2005/09/02 00:00,465.8,468.65,465.8,467.42,467.662,466.38
'2005/09/05 00:00,468.01,472.54,468.01,471.26,469.048,467.1972727
'2005/09/06 00:00,471.3,474.83,468.72,473.27,469.962,467.84
'2005/09/07 00:00,473.19,478.31,472,477.41,471.018,468.5363636
'2005/09/08 00:00,477.3,482.37,476.3,479.35,473.742,469.6327273
'2005/09/09 00:00,479.34,483.04,479.34,482.16,476.69,471.4345455
'2005/09/12 00:00,481.41,483.54,479.51,479.54,478.346,472.8454545
'2005/09/13 00:00,479.53,485.6,478.81,482.95,480.282,474.5381818
'2005/09/14 00:00,482.86,483.08,472.34,474.66,479.732,475.08
'2005/09/15 00:00,474.67,475.93,469.44,470.01,477.864,474.8872727
'2005/09/16 00:00,470.02,474.81,469.22,474.77,476.386,475.7090909
'2005/09/19 00:00,467.91,474.18,465.95,473.68,475.214,476.2781818
'2005/09/20 00:00,473.69,473.79,459.85,459.89,470.602,475.2445455
'2005/09/21 00:00,459.86,460.99,452.89,455.83,466.836,473.6590909
'2005/09/22 00:00,455.38,459.61,452.81,457.26,464.286,471.8272727
'2005/09/23 00:00,457.22,462.39,456.37,460.72,461.476,470.1336364
'2005/09/26 00:00,464.35,466.09,456.79,457.24,458.188,467.8681818
'2005/09/27 00:00,457.05,463.76,454.75,460.3,458.27,466.1190909
'2005/09/28 00:00,460.31,463.22,456.15,463,459.704,464.3054545
'2005/09/29 00:00,463.32,476.03,461.76,473.96,463.044,464.2418182
'2005/09/30 00:00,473.96,476.34,473.63,475.32,465.964,464.7245455
'2005/10/03 00:00,482.23,482.77,477.1,481.97,470.91,465.3790909
'2005/10/04 00:00,482.13,482.34,466.42,467.39,472.328,464.8072727
'2005/10/05 00:00,467.17,471.45,461.24,464.14,472.556,465.1936364
'2005/10/06 00:00,464.11,465.14,454.04,461.86,470.136,465.7418182
'2005/10/07 00:00,461.96,462.68,460.55,461.11,467.294,466.0918182
'2005/10/10 00:00,451.73,454.79,439.79,440.22,458.944,464.2281818
'2005/10/11 00:00,440.22,441.75,433.37,434.07,452.28,462.1218182
'2005/10/12 00:00,433.99,441.35,433.11,436.34,446.72,459.9436364
'2005/10/13 00:00,436.73,447.8,435.61,444.56,443.26,458.2672727
'2005/10/14 00:00,444.69,445.27,438.74,442.69,439.576,455.4245455
'2005/10/17 00:00,444.01,444.82,437.35,439.38,439.408,452.1572727
'2005/10/18 00:00,439.36,441.02,426.19,426.22,437.838,447.0890909
'2005/10/19 00:00,426.25,444.84,426.25,444.14,439.398,444.9754545
'2005/10/20 00:00,444.69,446.47,437.55,443.04,439.094,443.0572727
'2005/10/21 00:00,443.02,445.47,441.16,441.85,438.926,441.2381818
'2005/10/24 00:00,440.83,446.9,440.08,443.23,439.696,439.6127273
'2005/10/25 00:00,442.96,446.06,439.86,443.4,443.132,439.9018182
'2005/10/26 00:00,443.45,444.26,431.75,432.71,440.846,439.7781818
'2005/10/27 00:00,432.83,433.47,413,417.54,435.746,438.0690909
'2005/10/28 00:00,417.53,424.91,417.53,424.87,432.35,436.2790909
'2005/10/31 00:00,430.61,435.03,427.4,429.92,429.688,435.1181818
'2005/11/01 00:00,429.9,437.24,427.2,436.95,428.398,434.8972727
'2005/11/02 00:00,437.14,451.04,437.01,449.64,431.784,437.0263636
'2005/11/03 00:00,449.85,453.96,446.92,447.71,437.818,437.3509091
'2005/11/04 00:00,448.05,452.06,448.05,451.83,443.21,438.15
'2005/11/07 00:00,452.66,455.46,448.78,451.44,447.514,439.0218182
'2005/11/08 00:00,452.12,455.77,449.1,451.56,450.436,439.7790909
'2005/11/09 00:00,451.13,460.68,450.02,456.6,451.828,440.9790909
'2005/11/10 00:00,456.65,468.32,454.84,464.85,455.256,443.9009091
'2005/11/11 00:00,465.08,465.58,460.37,461.15,457.12,447.8654545
'2005/11/14 00:00,465.02,467.14,462.69,466.68,460.168,451.6663636
'2005/11/15 00:00,466.67,468.42,460.25,462.62,462.38,454.6390909
'2005/11/16 00:00,462.52,464.15,458.88,462.24,463.508,456.9381818
'2005/11/17 00:00,462.06,481.01,461.81,473.69,465.276,459.1245455
'2005/11/18 00:00,473.56,479.62,472.83,478.46,468.738,461.92
'2005/11/21 00:00,479.67,485.12,476.16,484.02,472.206,464.8463636
'2005/11/22 00:00,484.15,486.64,482.44,485.72,476.826,467.9627273
'2005/11/23 00:00,485.67,486.37,479.71,480.48,480.474,470.5918182
'2005/11/30 00:00,489.69,495.76,489.39,495.76,484.888,474.1518182
'2005/12/01 00:00,496.13,508.32,494.64,504.6,490.116,477.7654545
'2005/12/02 00:00,504.8,506.78,503.32,505.59,494.43,481.8054545
'2005/12/05 00:00,497.23,506.96,493.09,506.93,498.672,485.4645455
'2005/12/06 00:00,506.93,510.38,498.87,498.87,502.35,488.76
'2005/12/07 00:00,498.9,500.66,493.05,498.86,502.97,492.0890909
'2005/12/08 00:00,498.87,500.56,484.2,490.97,500.244,493.66
'2005/12/09 00:00,490.87,497.79,490.87,497.21,498.568,495.3645455
'2005/12/12 00:00,501.41,501.59,496.58,497.95,496.772,496.6309091
'2005/12/13 00:00,498.03,506.43,497.94,501.32,497.262,498.0490909
'2005/12/14 00:00,500.58,503.33,496.5,498.33,497.156,499.6718182
'2005/12/15 00:00,498.41,501.68,496.86,497.4,498.442,499.8209091
'2005/12/16 00:00,497.28,499.4,495.29,495.29,498.058,498.9745455
'2005/12/19 00:00,493.16,494.25,481.71,486.23,495.714,497.2145455
'2005/12/20 00:00,486.48,491.17,483.88,489.37,493.324,495.6181818
'2005/12/21 00:00,489.29,489.7,482.77,488.19,491.296,494.6472727
'2005/12/22 00:00,488.21,495.7,487.72,490.78,489.972,493.9127273
'2005/12/23 00:00,490.67,492.23,490.12,491.82,489.278,493.99
'2005/12/26 00:00,492.15,495.21,491.31,491.43,490.318,493.4645455
'2005/12/27 00:00,490.63,491.92,481.28,482.21,488.886,492.0336364
'2005/12/28 00:00,482.25,488.58,482.2,486.49,488.546,490.6854545
'2005/12/29 00:00,486.5,487.46,475.11,476.46,485.682,488.6972727
'2005/12/30 00:00,476.3,481.41,476.29,479.49,483.216,487.0690909
'2006/01/02 00:00,481.84,483.61,475.96,479.08,480.746,485.5954545
'2006/01/03 00:00,479.21,498.94,478.75,497.6,483.824,486.6290909
'2006/01/04 00:00,497.29,506.5,493.86,504.22,487.37,487.9790909
'2006/01/05 00:00,504.47,515.3,504.32,510.56,494.19,490.0127273
'2006/01/06 00:00,510.54,520.43,509.13,519.57,502.206,492.63
'2006/01/09 00:00,522.94,526.77,520.5,525.27,511.444,495.6709091
'2006/01/10 00:00,525.24,534.23,522.76,531.57,518.238,499.32
'2006/01/11 00:00,531.76,538.29,531.18,537.42,524.878,504.3390909
'2006/01/12 00:00,537.45,539.02,521.68,523.73,527.512,507.7245455
'2006/01/13 00:00,523.71,526.64,520.76,526.64,528.926,512.2863636
'2006/01/16 00:00,524.35,524.35,516.79,517.21,527.314,515.7154545
'2006/01/17 00:00,517.7,519.34,508.72,516.67,524.334,519.1327273
'2006/01/18 00:00,516.58,535.21,513.32,533.92,523.634,522.4345455
'2006/01/19 00:00,534.31,538.43,519.22,520.84,523.056,523.9454545
'2006/01/20 00:00,520.38,521.52,512.49,512.57,520.242,524.1281818
'2006/01/23 00:00,515.21,526.12,514.01,518.19,520.438,524.0027273
'2006/01/24 00:00,518.23,523.53,515.7,517.92,520.688,523.3345455
'2006/01/25 00:00,518.59,530.45,514.95,530.34,519.972,523.2227273
'2006/01/26 00:00,530.18,559.6,529.72,554.81,526.766,524.8036364
'2006/01/27 00:00,554.8,555.4,546.31,550.91,534.434,527.2745455
'2006/01/30 00:00,548.11,550.94,539.13,542.39,539.274,528.7063636
'2006/01/31 00:00,542.35,543.41,533.91,538.49,543.388,530.6409091
'2006/02/01 00:00,538.46,548.89,537.68,540.9,545.5,532.8436364
'2006/02/02 00:00,539.9,540.11,529.51,531.9,540.918,532.66
