date,費半_開盤價,費半_最高價,費半_最低價,費半_收盤價,費半_SMA5,費半_SMA10
'2020/05/14 00:00,1677.78,1739.84,1650.75,1739.05,1741.156,1714.990909
'2020/05/15 00:00,1681.57,1707.03,1669.34,1700.89,1726.212,1712.231818
'2020/05/18 00:00,1746.72,1789.35,1746.13,1782.54,1727.858,1724.79
'2020/05/19 00:00,1777.5,1815.34,1774.84,1775.61,1737.932,1735.181818
'2020/05/20 00:00,1818.15,1850.74,1816.01,1840.79,1767.776,1748.935455
'2020/05/21 00:00,1835.34,1839.94,1789.52,1790.96,1778.158,1756.5
'2020/05/22 00:00,1790.85,1803.6,1772.67,1802.31,1798.442,1763.534545
'2020/05/26 00:00,1851.56,1856.85,1817.65,1820.51,1806.036,1767.616364
'2020/05/27 00:00,1823.78,1847.46,1774.1,1847.31,1820.376,1774.252727
'2020/05/28 00:00,1843.14,1857.4,1797.06,1804.66,1813.15,1781.472727
'2020/05/29 00:00,1816.46,1857.64,1807.59,1852.49,1825.456,1796.101818
'2020/06/01 00:00,1841.64,1851.23,1828.44,1843.24,1833.642,1805.573636
'2020/06/02 00:00,1849.66,1884.76,1840.39,1883.41,1846.222,1822.166364
'2020/06/03 00:00,1915.86,1945.1,1915.86,1937.47,1864.254,1836.250909
'2020/06/04 00:00,1928,1968.25,1923.33,1953.47,1894.016,1852.42
'2020/06/05 00:00,1998.6,2030.47,1997.34,2003.76,1924.27,1867.235455
'2020/06/08 00:00,2007.79,2010.51,1977.91,1998.62,1955.346,1886.113636
'2020/06/09 00:00,1974.88,2006.28,1968.77,1998.09,1978.282,1903.911818
'2020/06/10 00:00,2006.66,2025.1,1999.45,2004.66,1991.72,1920.652727
'2020/06/11 00:00,1948.24,1961.56,1876.18,1876.66,1976.358,1923.320909
'2020/06/12 00:00,1930.67,1941.24,1862.7,1903.85,1956.376,1932.338182
'2020/06/15 00:00,1865.43,1933.26,1857.15,1931.01,1942.854,1939.476364
'2020/06/16 00:00,1988.5,1999.03,1933.19,1965.69,1936.374,1950.608182
'2020/06/17 00:00,1978.26,2000.69,1971.94,1984.08,1932.258,1959.76
'2020/06/18 00:00,1979.14,1989.19,1969.98,1980.14,1952.954,1963.639091
'2020/06/19 00:00,1999.89,2008.51,1963.2,1966.79,1965.542,1964.85
'2020/06/22 00:00,1960.72,1986.58,1948.06,1983.36,1976.012,1962.995455
'2020/06/23 00:00,2002.07,2009.82,1986.06,1987.73,1980.42,1962.005455
'2020/06/24 00:00,1976.63,1988.23,1930.69,1944.3,1972.464,1957.115455
'2020/06/25 00:00,1941.59,1963.72,1914.3,1961.05,1968.646,1953.150909
'2020/06/26 00:00,1959.5,1964.01,1917.83,1921.92,1959.672,1957.265455
'2020/06/29 00:00,1924.8,1944.64,1899.8,1943.9,1951.78,1960.906364
'2020/06/30 00:00,1954.54,2002.08,1953.22,1996.44,1953.522,1966.854545
'2020/07/01 00:00,1993.82,1995.89,1966.04,1966.98,1958.058,1966.971818
'2020/07/02 00:00,1994.22,2011.12,1986.36,1993.61,1964.57,1967.838182
'2020/07/06 00:00,2030.68,2053.04,2030.18,2046.81,1989.548,1973.899091
'2020/07/07 00:00,2042.41,2053.25,2016.58,2019.77,2004.722,1978.715455
'2020/07/08 00:00,2038.5,2051.14,2020.84,2049.76,2015.386,1984.751818
'2020/07/09 00:00,2057.99,2088.51,2028,2076.72,2037.334,1992.841818
'2020/07/10 00:00,2079.65,2083.28,2049.65,2069.79,2052.57,2004.25
'2020/07/13 00:00,2099.28,2121.9,2031.3,2034.14,2050.036,2010.894545
'2020/07/14 00:00,2020.86,2073.44,1994.3,2069.79,2060.04,2024.337273
'2020/07/15 00:00,2077.51,2077.51,2033.23,2064.17,2062.922,2035.270909
'2020/07/16 00:00,2038.87,2063.41,2032.6,2055.92,2058.762,2040.678182
'2020/07/17 00:00,2067.48,2076.1,2056.61,2068.99,2058.602,2049.951818
'2020/07/20 00:00,2070.23,2114.26,2057.9,2110.47,2073.868,2060.575455
'2020/07/21 00:00,2125.71,2126.64,2089.57,2096.59,2079.228,2065.100909
'2020/07/22 00:00,2101.81,2120.86,2088.32,2105.43,2087.48,2072.888182
'2020/07/23 00:00,2106.93,2122.53,2054.5,2070.97,2090.49,2074.816364
'2020/07/24 00:00,2024.18,2068.67,2010.65,2038.71,2084.434,2071.360909
'2020/07/27 00:00,2056.98,2105.58,2056.5,2104.62,2083.264,2074.527273
'2020/07/28 00:00,2082.85,2084.78,2058.9,2060.4,2076.026,2076.914545
'2020/07/29 00:00,2084.62,2114.2,2079.49,2106.3,2076.2,2080.233636
'2020/07/30 00:00,2105.39,2148.6,2098.79,2147.55,2091.516,2087.813636
'2020/07/31 00:00,2144.74,2145.42,2104.92,2136.41,2111.056,2095.130909
'2020/08/03 00:00,2156.63,2181.47,2151.24,2177.27,2125.586,2104.974545
'2020/08/04 00:00,2177.42,2209.91,2174.93,2209.81,2155.468,2114.005455
'2020/08/05 00:00,2202.51,2215.51,2191.29,2207.56,2175.72,2124.093636
'2020/08/06 00:00,2198.96,2207.7,2181.76,2204.94,2187.198,2133.14
'2020/08/07 00:00,2199.41,2210.01,2153.53,2178.86,2195.688,2142.948182
'2020/08/10 00:00,2181.37,2187.98,2148.11,2179.6,2196.154,2155.756364
'2020/08/11 00:00,2177.12,2199.14,2149.52,2154.79,2185.15,2160.317273
'2020/08/12 00:00,2173.94,2232.01,2168.9,2227.22,2189.082,2175.482727
'2020/08/13 00:00,2221.61,2226.69,2193.49,2202.41,2188.576,2184.22
'2020/08/14 00:00,2203.11,2227.93,2194.38,2200.81,2192.966,2189.061818
'2020/08/17 00:00,2215.34,2237.81,2215.33,2227.61,2202.568,2197.352727
'2020/08/18 00:00,2237.31,2240.99,2209.18,2214.66,2214.542,2200.751818
'2020/08/19 00:00,2219.4,2221.93,2195.81,2200.77,2209.252,2199.93
'2020/08/20 00:00,2169.08,2192.45,2166.79,2181.04,2204.978,2197.519091
'2020/08/21 00:00,2178.02,2199.27,2170.64,2198.33,2204.482,2196.918182
'2020/08/24 00:00,2224.91,2227.51,2202.77,2219.37,2202.834,2200.600909
'2020/08/25 00:00,2226.34,2243.44,2221.96,2243.06,2208.514,2206.37
'2020/08/26 00:00,2245.17,2256.45,2237.45,2250.23,2218.406,2215.046364
'2020/08/27 00:00,2258.1,2258.1,2208.04,2220.15,2226.228,2214.403636
'2020/08/28 00:00,2225.76,2264.59,2222.2,2264.14,2239.39,2220.015455
'2020/08/31 00:00,2259.14,2277.77,2243.68,2260.43,2247.602,2225.435455
'2020/09/01 00:00,2275.62,2305.51,2264.89,2304.68,2259.926,2232.441818
'2020/09/02 00:00,2340.58,2382.32,2317.01,2370.18,2283.916,2246.58
'2020/09/03 00:00,2324.59,2326.63,2221.54,2234.23,2286.732,2249.621818
'2020/09/04 00:00,2218.34,2251.99,2137.01,2212.73,2276.45,2252.502727
'2020/09/08 00:00,2124.88,2174.91,2106.73,2108.61,2246.086,2244.346364
'2020/09/09 00:00,2157.28,2186.25,2135.33,2169.61,2219.072,2239.822727
'2020/09/10 00:00,2192.02,2202.84,2126.67,2137.78,2172.592,2230.251818
'2020/09/11 00:00,2158.88,2176.59,2115.13,2136.37,2153.02,2219.900909
'2020/09/14 00:00,2184.01,2194.54,2164.57,2181.75,2146.824,2216.41
'2020/09/15 00:00,2208.94,2233.69,2206.97,2219.19,2168.94,2212.323636
'2020/09/16 00:00,2232.32,2235.79,2194.73,2195.54,2174.126,2206.424545
'2020/09/17 00:00,2135.71,2199.53,2135.71,2194.15,2185.4,2196.376364
'2020/09/18 00:00,2209.34,2211.31,2133.63,2160.97,2190.32,2177.357273
'2020/09/21 00:00,2123.42,2154.9,2102.16,2154.28,2184.826,2170.089091
'2020/09/22 00:00,2167.05,2181.8,2132.9,2180.26,2177.04,2167.137273
'2020/09/23 00:00,2181.02,2190.55,2120.78,2126.69,2163.27,2168.780909
'2020/09/24 00:00,2109.93,2175.92,2109.93,2147.42,2153.924,2166.763636
'2020/09/25 00:00,2141.21,2183.11,2119.5,2177.84,2157.298,2170.405455
'2020/09/28 00:00,2206.88,2238.32,2193.51,2237.64,2173.97,2179.611818
'2020/09/29 00:00,2236.28,2261.56,2234.98,2242.52,2186.422,2185.136364
'2020/09/30 00:00,2233.3,2266.77,2233.2,2244.12,2209.908,2187.402727
'2020/10/01 00:00,2279.64,2297.41,2265.9,2291.77,2238.778,2196.150909
'2020/10/02 00:00,2236.38,2270.3,2220.68,2221.12,2247.434,2198.602727
'2020/10/05 00:00,2245.17,2296.14,2245.03,2295.56,2259.018,2210.838182
'2020/10/06 00:00,2296.92,2337.47,2273.66,2281.09,2266.732,2222.366364
'2020/10/07 00:00,2317.25,2333.73,2314.74,2328.84,2283.676,2235.873636
'2020/10/08 00:00,2348.03,2359.96,2340.97,2356.16,2296.554,2256.734545
'2020/10/09 00:00,2398.88,2403.81,2381.07,2398.04,2331.938,2279.518182
'2020/10/12 00:00,2423.06,2444.88,2416.82,2433.48,2359.522,2302.758182
'2020/10/13 00:00,2438.03,2449.17,2418.06,2430.13,2389.33,2320.257273
'2020/10/14 00:00,2437.68,2445.12,2405.09,2417.2,2407.002,2336.137273
'2020/10/15 00:00,2371.19,2416.42,2369.17,2411.13,2417.996,2351.32
'2020/10/16 00:00,2424.15,2425.95,2398.51,2399.76,2418.34,2361.137273
'2020/10/19 00:00,2418.93,2432.89,2379.26,2385.85,2408.814,2376.112727
'2020/10/20 00:00,2397.91,2404.94,2379.44,2385.82,2399.952,2384.318182
'2020/10/21 00:00,2384.12,2394.16,2366.34,2367.26,2389.964,2392.151818
'2020/10/22 00:00,2369.59,2381.62,2342.34,2370.45,2381.828,2395.934545
'2020/10/23 00:00,2355.6,2361.22,2338.25,2360.23,2373.922,2396.304545
'2020/10/26 00:00,2337.02,2349.11,2280.28,2308.45,2358.442,2388.16
'2020/10/27 00:00,2328.05,2331.72,2293.02,2300.91,2341.46,2376.108182
'2020/10/28 00:00,2261.31,2264.08,2221.44,2222.98,2312.604,2357.276364
'2020/10/29 00:00,2220.53,2304.42,2219.45,2283.65,2295.244,2345.135455
'2020/10/30 00:00,2257.08,2270.54,2221.33,2246.15,2272.428,2330.137273
'2020/11/02 00:00,2269.4,2281.45,2238.71,2260.07,2262.752,2317.438182
'2020/11/03 00:00,2281.51,2319.91,2279.32,2302.73,2263.116,2309.881818
'2020/11/04 00:00,2345.1,2393.79,2322.39,2384.22,2295.364,2309.736364
'2020/11/05 00:00,2452.44,2493.28,2451.93,2489.16,2336.466,2320.818182
'2020/11/06 00:00,2486.92,2537.51,2474.6,2529.27,2393.09,2335.256364
'2020/11/09 00:00,2587.3,2604.5,2495.61,2497.59,2440.594,2347.743636
'2020/11/10 00:00,2474.94,2485.58,2417.39,2422.33,2464.514,2358.096364
'2020/11/11 00:00,2465.61,2514.42,2464.53,2511.24,2489.918,2377.217273
'2020/11/12 00:00,2511.22,2521.44,2467.16,2478.43,2487.772,2400.44
'2020/11/13 00:00,2513.19,2530.27,2492.5,2508.82,2483.682,2420.91
'2020/11/16 00:00,2529.21,2571.99,2524.41,2570.98,2498.36,2450.44
'2020/11/17 00:00,2556.63,2563.64,2532.02,2548.96,2523.686,2476.702727
'2020/11/18 00:00,2554.64,2572.42,2530.25,2530.59,2527.556,2497.417273
'2020/11/19 00:00,2513.68,2571.98,2511.5,2570.22,2545.914,2514.326364
'2020/11/20 00:00,2577.81,2591.93,2553.69,2555.5,2555.25,2520.357273
'2020/11/23 00:00,2568.54,2602.95,2561.35,2595.25,2560.104,2526.355455
'2020/11/24 00:00,2607.38,2612.2,2569.53,2609.01,2572.114,2536.484545
'2020/11/25 00:00,2612.94,2622.52,2590.62,2600.24,2586.044,2552.658182
'2020/11/27 00:00,2625.72,2647.64,2625.46,2631.56,2598.312,2563.596364
'2020/11/30 00:00,2638.11,2666.12,2604.5,2663.49,2619.91,2580.42
'2020/12/01 00:00,2692.14,2724.62,2679.41,2709.73,2642.806,2598.684545
'2020/12/02 00:00,2702.89,2728.03,2697.27,2716.35,2664.274,2611.9
'2020/12/03 00:00,2730.26,2745.91,2713.61,2716.15,2687.456,2627.099091
'2020/12/04 00:00,2728.57,2793.74,2724.6,2793.03,2719.75,2650.957273
'2020/12/07 00:00,2796.3,2809.04,2780.11,2806.61,2748.374,2672.447273
'2020/12/08 00:00,2804.99,2825.94,2790.33,2816.27,2769.682,2696.153636
'2020/12/09 00:00,2799.66,2822.03,2718.91,2734.77,2773.366,2708.837273
'2020/12/10 00:00,2712.02,2754.56,2704.57,2733.67,2776.87,2720.17
'2020/12/11 00:00,2703.78,2724.61,2675.37,2704.08,2759.08,2729.61
'2020/12/14 00:00,2723.89,2751.76,2723.89,2736.25,2745.008,2739.127273
'2020/12/15 00:00,2774.61,2779.81,2753.21,2774.79,2736.712,2749.245455
'2020/12/16 00:00,2779.96,2780.52,2753.93,2773.42,2744.442,2755.035455
'2020/12/17 00:00,2791.4,2792.07,2768.06,2778.14,2753.336,2760.652727
'2020/12/18 00:00,2783.09,2786.09,2746.37,2764.74,2765.468,2765.07
'2020/12/21 00:00,2718.72,2751.15,2703.77,2747.29,2767.676,2760.911818
'2020/12/22 00:00,2747.16,2750.96,2722.68,2743.97,2761.512,2755.217273
'2020/12/23 00:00,2754.9,2754.9,2721.94,2723.53,2751.534,2746.786364
'2020/12/24 00:00,2733.73,2751.7,2730.83,2750.24,2745.954,2748.192727
'2020/12/28 00:00,2780.98,2782.66,2741.9,2744.3,2741.866,2749.159091
'2020/12/29 00:00,2757.59,2757.72,2709.02,2738.05,2740.018,2752.247273
'2020/12/30 00:00,2754.74,2788.92,2754.74,2783.77,2747.978,2756.567273
'2020/12/31 00:00,2787.68,2798.14,2768.43,2795.5,2762.372,2758.45
'2021/01/04 00:00,2821.99,2872.2,2763.09,2783.21,2768.966,2759.34
'2021/01/05 00:00,2783.18,2838.19,2782.62,2837.17,2787.54,2764.706364
'2021/01/06 00:00,2820.86,2884.61,2803.53,2827.96,2805.522,2770.453636
'2021/01/07 00:00,2873.66,2943.88,2873.17,2937,2836.168,2787.7
'2021/01/08 00:00,2982.33,2994.07,2904.54,2936.47,2864.362,2805.2
'2021/01/11 00:00,2915.14,2991.6,2914.08,2969.92,2901.704,2827.599091
'2021/01/12 00:00,2989.1,3014.36,2959.92,2988.02,2931.874,2849.215455
'2021/01/13 00:00,3019.74,3020.73,2980.15,2991.95,2964.672,2871.729091
'2021/01/14 00:00,3037.42,3089.71,3029.73,3055.64,2988.4,2900.600909
'2021/01/15 00:00,3043.45,3043.45,2975.96,2992.77,2999.66,2919.600909
'2021/01/19 00:00,3041.88,3097.53,3034.99,3093.32,3024.34,2946.675455
'2021/01/20 00:00,3124.03,3138.56,3077.26,3085.04,3043.744,2974.114545
'2021/01/21 00:00,3110.78,3141.02,3081.9,3132.17,3071.788,3000.932727
'2021/01/22 00:00,3098.36,3116.24,3073.94,3074.4,3075.54,3023.336364
'2021/01/25 00:00,3102.93,3107.82,3023.62,3079.21,3092.828,3036.264545
'2021/01/26 00:00,3078.08,3079.4,3030,3031.77,3080.518,3044.928182
'2021/01/27 00:00,2941.59,2961.56,2862.24,2875.13,3038.536,3036.310909
'2021/01/28 00:00,2933.12,2977.53,2909.11,2935.12,2999.126,3031.501818
'2021/01/29 00:00,2940.78,2954.71,2875.12,2887.08,2961.662,3021.968182
'2021/02/01 00:00,2938.7,3006.7,2924.67,2999.99,2945.818,3016.909091
'2021/02/02 00:00,3047.38,3049.3,3005.12,3047.33,2948.93,3021.869091
'2021/02/03 00:00,3057.63,3063.28,2982.48,2982.87,2970.478,3011.828182
'2021/02/04 00:00,2966.53,3010.53,2951.95,3008.42,2985.138,3004.862727
'2021/02/05 00:00,3028.02,3029.48,2982.7,2985.01,3004.724,2991.484545
'2021/02/08 00:00,3013.09,3079.28,3010.71,3078.48,3020.422,2991.855455
'2021/02/09 00:00,3070.79,3089.39,3053.57,3064.95,3023.946,2990.559091
'2021/02/10 00:00,3096.01,3108.92,3035.04,3074.86,3042.344,2994.476364
'2021/02/11 00:00,3107.17,3182.62,3106.15,3180.84,3076.828,3022.268182
'2021/02/12 00:00,3172.23,3226.08,3155.59,3219.87,3123.8,3048.154545
'2021/02/16 00:00,3250.56,3269.02,3222.44,3238.92,3155.888,3080.14
'2021/02/17 00:00,3197.27,3216.39,3138.05,3178.24,3178.546,3096.344545
'2021/02/18 00:00,3142.24,3160.02,3108.47,3146.79,3192.932,3105.386364
'2021/02/19 00:00,3195.06,3241.71,3188.12,3223.46,3201.456,3127.258182
'2021/02/22 00:00,3181.32,3202.55,3093.58,3102.01,3177.884,3135.766364
'2021/02/23 00:00,3041.87,3105.04,2960.36,3083.88,3146.876,3144.754545
'2021/02/24 00:00,3063.17,3186.12,3037.07,3183.74,3147.976,3154.323636
'2021/02/25 00:00,3142.9,3163.53,2988.43,2999.16,3118.45,3148.342727
'2021/02/26 00:00,3041.8,3096.95,2991.08,3067.62,3087.282,3147.684545
'2021/03/01 00:00,3118.43,3172.42,3093.59,3169.11,3100.702,3146.618182
'2021/03/02 00:00,3165.39,3166.57,3068.25,3070.94,3098.114,3133.079091
'2021/03/03 00:00,3068.2,3079.94,2972.85,2975.58,3056.482,3109.139091
'2021/03/04 00:00,2947.91,2980.08,2793.82,2831.63,3022.976,3077.629091
'2021/03/05 00:00,2897.98,2928.12,2764.82,2920.75,2993.602,3057.08
'2021/03/08 00:00,2905.78,2923.64,2759.2,2762.75,2912.33,3015.197273
'2021/03/09 00:00,2861.05,2952.12,2853.65,2932.21,2884.584,2999.760909
'2021/03/10 00:00,2969.94,2976.06,2876.18,2879.32,2865.332,2981.164545
'2021/03/11 00:00,2965.21,3015.04,2948.38,2997.13,2898.432,2964.2
'2021/03/12 00:00,2933.8,2970.11,2924.34,2965.09,2907.3,2961.102727
'2021/03/15 00:00,2983.52,3034.05,2963.69,3032.05,2961.16,2957.869091
'2021/03/16 00:00,3058.33,3116.11,3051.65,3070.32,2988.782,2948.888182
'2021/03/17 00:00,3024.82,3130.02,3004.07,3107.92,3034.502,2952.25
'2021/03/18 00:00,3058.61,3069.31,2974.73,2976.22,3030.32,2952.308182
'2021/03/19 00:00,2976.64,3039.39,2945.46,3011.37,3039.576,2968.648182
'2021/03/22 00:00,3055.41,3112.44,3040.67,3077.55,3048.676,2982.902727
'2021/03/23 00:00,3082.02,3082.23,2982.21,2994.21,3033.454,3003.944545
'2021/03/24 00:00,3049.79,3057.4,2952.26,2953.97,3002.664,3005.922727
'2021/03/25 00:00,2902.43,2971.76,2881.01,2959.88,2999.396,3013.246364
'2021/03/26 00:00,2961.23,3110.71,2958.8,3106.28,3018.378,3023.169091
'2021/03/29 00:00,3077.15,3085.63,3021.98,3054.63,3013.794,3031.309091
'2021/03/30 00:00,3034.8,3055.75,3013.27,3044.55,3023.862,3032.445455
'2021/03/31 00:00,3073.47,3147.05,3072.54,3124.94,3058.056,3037.410909
'2021/04/01 00:00,3187.29,3242.33,3180.48,3240.17,3114.114,3049.433636
'2021/04/05 00:00,3282.91,3314.16,3255.28,3305.43,3153.944,3079.361818
'2021/04/06 00:00,3283.46,3304.48,3236.86,3266.1,3196.238,3102.519091
'2021/04/07 00:00,3259.26,3281.4,3241.06,3266.46,3240.62,3119.692727
'2021/04/08 00:00,3301.42,3304.54,3274.04,3301.26,3275.884,3147.606364
'2021/04/09 00:00,3272.39,3295.76,3262.93,3294.53,3286.756,3178.566364
'2021/04/12 00:00,3273.6,3274.61,3231.13,3258.33,3277.336,3205.698182
'2021/04/13 00:00,3275.52,3284.85,3223.46,3252.7,3274.656,3219.009091
'2021/04/14 00:00,3244.56,3268.87,3200.46,3213.88,3264.14,3233.486364
'2021/04/15 00:00,3250.31,3276.56,3226.1,3271.33,3258.154,3254.102727
'2021/04/16 00:00,3274.15,3275.59,3248.46,3253.08,3249.864,3265.751818
'2021/04/19 00:00,3228.01,3240.95,3141.2,3171,3232.398,3259.463636
'2021/04/20 00:00,3158.86,3171.17,3106.19,3121.43,3206.144,3242.736364
'2021/04/21 00:00,3128.23,3209.28,3113.74,3207.25,3204.818,3237.386364
'2021/04/22 00:00,3203.85,3206.89,3119.01,3133.17,3177.186,3225.269091
'2021/04/23 00:00,3147.1,3207.33,3145.75,3196.98,3165.966,3215.789091
'2021/04/26 00:00,3199.51,3256.17,3195.37,3250.26,3181.818,3211.764545
'2021/04/27 00:00,3266.25,3266.25,3220.34,3225.61,3202.654,3208.79
'2021/04/28 00:00,3208.6,3208.6,3175.61,3178.49,3196.902,3202.043636
'2021/04/29 00:00,3218.36,3222.29,3153.98,3202.5,3210.768,3201.009091
'2021/04/30 00:00,3145.51,3169.38,3101.38,3108.99,3193.17,3186.250909
'2021/05/03 00:00,3130.06,3134.06,3060,3073.38,3157.794,3169.914545
'2021/05/04 00:00,3029.3,3036.1,2969.12,3024.31,3117.534,3156.579091
'2021/05/05 00:00,3063.24,3080.69,3022.7,3042.88,3090.412,3149.438182
'2021/05/06 00:00,3032.55,3068.53,3002.74,3066.22,3063.156,3136.617273
'2021/05/07 00:00,3103.95,3129.87,3085.74,3112.03,3063.764,3134.695455
'2021/05/10 00:00,3077.28,3078.39,2965.42,2967.11,3042.51,3113.798182
'2021/05/11 00:00,2876.27,2982.84,2872.31,2976.01,3032.85,3088.866364
'2021/05/12 00:00,2906.44,2926.86,2842.33,2851.15,2994.504,3054.824545
'2021/05/13 00:00,2899.8,2934.45,2862.88,2893.94,2960.048,3028.956364
'2021/05/14 00:00,2932.04,3006.14,2907.4,2981.42,2933.926,3008.858182
'2021/05/17 00:00,2946.81,2955.61,2904.25,2954.63,2931.43,2994.825455
'2021/05/18 00:00,2977.86,2985.93,2927.34,2929.15,2922.058,2981.713636
'2021/05/19 00:00,2864.35,2989.82,2862.68,2987.28,2949.284,2978.347273
'2021/05/20 00:00,3010.79,3078.3,3009.98,3066.11,2983.718,2980.459091
'2021/05/21 00:00,3085.67,3086.83,3044.9,3052.1,2997.854,2979.175455
'2021/05/24 00:00,3082.44,3141.81,3079.67,3122.98,3031.524,2980.170909
'2021/05/25 00:00,3145.67,3157.79,3117.27,3134.67,3072.628,2995.403636
'2021/05/26 00:00,3135.9,3156.77,3115.22,3140.98,3103.368,3010.400909
'2021/05/27 00:00,3134.21,3170.86,3130.64,3159.27,3122,3038.411818
'2021/05/28 00:00,3172.52,3200.35,3163.77,3186.56,3148.892,3065.013636
'2021/06/01 00:00,3210.1,3233.89,3160.35,3174.32,3159.16,3082.55
'2021/06/02 00:00,3167.71,3206.82,3163.79,3196.98,3171.622,3104.581818
'2021/06/03 00:00,3161.13,3171.78,3126.96,3139.19,3171.264,3123.676364
'2021/06/04 00:00,3170.11,3221.78,3170.11,3214.14,3182.238,3144.3
'2021/06/07 00:00,3199.1,3205.3,3172.52,3191.66,3183.258,3155.713636
'2021/06/08 00:00,3221.45,3221.45,3150.26,3171.22,3182.638,3166.542727
'2021/06/09 00:00,3183.41,3190.66,3157.82,3158.48,3174.938,3169.77
'2021/06/10 00:00,3165.2,3205.77,3156.8,3196.21,3186.342,3175.364545
'2021/06/11 00:00,3198.89,3210.27,3186.26,3210.06,3185.526,3181.644545
'2021/06/14 00:00,3213.56,3255.59,3199.97,3255.34,3198.262,3190.378182
'2021/06/15 00:00,3248.13,3265.56,3218.23,3225.98,3209.214,3193.961818
'2021/06/16 00:00,3237.01,3246.32,3173.54,3201.01,3217.72,3196.388182
'2021/06/17 00:00,3189.25,3255.31,3189.13,3231.71,3224.82,3199.545455
'2021/06/18 00:00,3205.79,3210.97,3137.59,3152.81,3213.37,3200.783636
'2021/06/21 00:00,3153.2,3174.87,3132.92,3171.99,3196.7,3196.951818
'2021/06/22 00:00,3166.62,3192.55,3155.08,3185.43,3188.59,3196.385455
'2021/06/23 00:00,3191.57,3214.71,3191.53,3197.22,3187.832,3198.749091
'2021/06/24 00:00,3228.71,3258.44,3226.03,3253.8,3192.25,3207.414545
'2021/06/25 00:00,3263.45,3270.21,3233.65,3241.48,3209.984,3211.53
'2021/06/28 00:00,3274.39,3333.68,3274.06,3323.14,3240.214,3221.81
'2021/06/29 00:00,3321.55,3349.99,3304.99,3348.87,3272.902,3230.312727
'2021/06/30 00:00,3346.57,3350.97,3326.08,3345.31,3302.52,3241.160909
'2021/07/01 00:00,3336.13,3340.16,3288.91,3295.06,3310.772,3249.710909
'2021/07/02 00:00,3323.16,3323.6,3289.42,3315.83,3325.642,3257.358182
'2021/07/06 00:00,3327.01,3335.93,3268.14,3307.92,3322.598,3271.459091
'2021/07/07 00:00,3331.33,3331.33,3250.52,3261.73,3305.17,3279.617273
'2021/07/08 00:00,3185.54,3239.37,3172.41,3222.81,3280.67,3283.015455
'2021/07/09 00:00,3229.47,3282.31,3212.71,3278.39,3277.336,3290.394545
'2021/07/12 00:00,3292.64,3319.94,3281.64,3319,3277.97,3296.321818
'2021/07/13 00:00,3309.59,3319.1,3289.69,3300.81,3276.548,3301.715455
'2021/07/14 00:00,3338.05,3357.98,3283.68,3289.18,3282.038,3298.628182
'2021/07/15 00:00,3271.41,3272.34,3196.12,3217.74,3281.024,3286.707273
'2021/07/16 00:00,3231.1,3243.82,3141.41,3145.45,3254.436,3268.538182
'2021/07/19 00:00,3094.84,3150,3088.33,3147.51,3220.138,3255.124545
'2021/07/20 00:00,3155.64,3212.24,3122.12,3190.95,3198.166,3243.771818
'2021/07/21 00:00,3205.94,3289.2,3204.6,3288.75,3198.08,3242.029091
'2021/07/22 00:00,3268.44,3282.61,3240.66,3259.42,3206.416,3241.819091
'2021/07/23 00:00,3273.34,3281.31,3239.32,3280.06,3233.338,3247.023636
'2021/07/26 00:00,3268.67,3286.86,3256.93,3276.92,3259.22,3246.89
'2021/07/27 00:00,3258.99,3261.66,3152.58,3215.97,3264.224,3237.523636
'2021/07/28 00:00,3230.14,3283.16,3216.98,3272.45,3260.964,3234.945455
'2021/07/29 00:00,3286.36,3339.87,3280.41,3333.24,3275.728,3238.950909
'2021/07/30 00:00,3304.5,3361.17,3304.5,3356.53,3291.022,3251.568182
'2021/08/02 00:00,3388.5,3420.31,3370.83,3377.49,3311.136,3272.662727
'2021/08/03 00:00,3382.12,3397.79,3340.4,3396.66,3347.274,3295.312727
'2021/08/04 00:00,3415.14,3450.37,3405.71,3436.9,3380.164,3317.671818
'2021/08/05 00:00,3447.21,3451.41,3408.4,3424.46,3398.408,3330.009091
'2021/08/06 00:00,3404.4,3427.57,3403.47,3412.05,3409.512,3343.884545
'2021/08/09 00:00,3424.42,3428.11,3387.56,3399.76,3413.966,3354.766364
'2021/08/10 00:00,3406.48,3409.45,3337.64,3358.87,3406.408,3362.216364
'2021/08/11 00:00,3370.39,3373.39,3310.01,3350.93,3389.214,3374.485455
'2021/08/12 00:00,3328.55,3328.55,3287.04,3312.96,3366.914,3378.168182
'2021/08/13 00:00,3308.77,3337.61,3305.81,3335.04,3351.512,3378.331818
'2021/08/16 00:00,3323.77,3331.74,3298.2,3322.64,3336.088,3375.250909
'2021/08/17 00:00,3288.02,3288.02,3228.89,3256.82,3315.678,3364.280909
'2021/08/18 00:00,3245.66,3269.15,3205.98,3208.83,3287.258,3347.205455
'2021/08/19 00:00,3192.23,3252.63,3166.83,3235.87,3271.84,3328.93
'2021/08/20 00:00,3245.22,3263.46,3218.55,3256.5,3256.132,3313.660909
'2021/08/23 00:00,3287.68,3346.16,3287.36,3342.01,3260.006,3307.293636
'2021/08/24 00:00,3347.83,3363.42,3338.92,3345.39,3277.72,3302.350909
'2021/08/25 00:00,3365.2,3393.89,3363.25,3372.55,3310.464,3303.594545
'2021/08/26 00:00,3368.36,3385.47,3346.83,3370.39,3337.368,3305.363636
